source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
200712_D5_Yeast_3	Saccharomyces cerevisiae	Not available	1	200712_D5_Yeast_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D5_Yeast_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
200712_D1_Yeast_2	Saccharomyces cerevisiae	Not available	1	200712_D1_Yeast_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D1_Yeast_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
200712_D5_Yeast_2	Saccharomyces cerevisiae	Not available	1	200712_D5_Yeast_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D5_Yeast_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
200712_D1_Yeast_1	Saccharomyces cerevisiae	Not available	1	200712_D1_Yeast_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D1_Yeast_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
200712_D2_Yeast_3	Saccharomyces cerevisiae	Not available	1	200712_D2_Yeast_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D2_Yeast_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
121212_TCA_SAX_pH4	Saccharomyces cerevisiae	Not available	1	121212_TCA_SAX_pH4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	121212_TCA_SAX_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
200712_D4_Yeast_3	Saccharomyces cerevisiae	Not available	1	200712_D4_Yeast_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D4_Yeast_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
121212_TCA_SAX_FT	Saccharomyces cerevisiae	Not available	1	121212_TCA_SAX_FT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	121212_TCA_SAX_FT.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
200712_D4_Yeast_2	Saccharomyces cerevisiae	Not available	1	200712_D4_Yeast_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	200712_D4_Yeast_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
121212_TCA_SAX_pH6	Saccharomyces cerevisiae	Not available	1	121212_TCA_SAX_pH6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	121212_TCA_SAX_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
