source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20160531_QE5_nLC14_RJC_COLLAB_GeoG_1003_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_1003_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_1003_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_1003_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_987_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_987_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_987_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_987_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_988_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_988_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_988_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_988_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_989_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_989_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_989_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_989_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_990_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_990_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_990_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_990_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_991_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_991_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_991_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_991_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_992_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_992_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_992_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_992_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_993_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_993_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_993_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_993_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_994_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_994_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_994_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_994_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_995_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_995_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_995_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_995_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_996_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_996_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_996_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_996_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_997_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_997_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_997_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_997_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_998_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_998_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_998_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_998_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160531_QE5_nLC14_RJC_COLLAB_GeoG_999_01	20160531_QE5_nLC14_RJC_COLLAB_GeoG_999_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_999_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160531_QE5_nLC14_RJC_COLLAB_GeoG_999_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160608_QE5_nLC14_RJC_COLLAB_GeoG_1004_01	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1004_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1004_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1004_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160608_QE5_nLC14_RJC_COLLAB_GeoG_1005_01	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1005_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1005_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1005_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
20160608_QE5_nLC14_RJC_COLLAB_GeoG_1006_01	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1006_01	Homo sapiens	Dental plaque	not applicable	not available	Quantitative_metaproteomics_of_medieval_dental_calculus_reveals_individual_oral_health_status	Dental plaque	Dental plaque	not available	not available	not available	not available	1	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1006_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160608_QE5_nLC14_RJC_COLLAB_GeoG_1006_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Dental plaque
