source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
PXD021013-Sample-544	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BD4-TUM_HLA_40_01_01-DDA-1h-R1.raw	02445a_BD4-TUM_HLA_40_01_01-DDA-1h-R1.raw
PXD021013-Sample-545	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03035a_GD4-TUM_HLA2_40_01_01-3xHCD-1h-R1.raw	03035a_GD4-TUM_HLA2_40_01_01-3xHCD-1h-R1.raw
PXD021013-Sample-546	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GB9-TUM_HLA_117_01_01-2xIT_2xHCD-1h-R4.raw	02446d_GB9-TUM_HLA_117_01_01-2xIT_2xHCD-1h-R4.raw
PXD021013-Sample-547	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03035a_GG1-TUM_HLA2_73_01_01-3xHCD-1h-R1.raw	03035a_GG1-TUM_HLA2_73_01_01-3xHCD-1h-R1.raw
PXD021013-Sample-548	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03035a_GF8-TUM_HLA2_68_01_01-DDA-1h-R1.raw	03035a_GF8-TUM_HLA2_68_01_01-DDA-1h-R1.raw
PXD021013-Sample-549	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446a_GC9-TUM_HLA_129_01_01-DDA-1h-R1.raw	02446a_GC9-TUM_HLA_129_01_01-DDA-1h-R1.raw
PXD021013-Sample-550	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BD2-TUM_HLA_38_01_01-DDA-1h-R1.raw	02445a_BD2-TUM_HLA_38_01_01-DDA-1h-R1.raw
PXD021013-Sample-551	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GD5-TUM_HLA_137_01_01-3xHCD-1h-R4.raw	02446d_GD5-TUM_HLA_137_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-552	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BA7-TUM_HLA_7_01_01-DDA-1h-R1.raw	02445a_BA7-TUM_HLA_7_01_01-DDA-1h-R1.raw
PXD021013-Sample-553	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GB12-TUM_HLA_120_01_01-3xHCD-1h-R4.raw	02446d_GB12-TUM_HLA_120_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-554	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445d_BC11-TUM_HLA_35_01_01-3xHCD-1h-R4.raw	02445d_BC11-TUM_HLA_35_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-555	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BH11-TUM_HLA_95_01_01-DDA-1h-R1.raw	02445a_BH11-TUM_HLA_95_01_01-DDA-1h-R1.raw
PXD021013-Sample-556	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BE3-TUM_HLA_51_01_01-DDA-1h-R1.raw	02445a_BE3-TUM_HLA_51_01_01-DDA-1h-R1.raw
PXD021013-Sample-557	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03036a_BE7-TUM_HLA2_151_01_01-DDA-1h-R1.raw	03036a_BE7-TUM_HLA2_151_01_01-DDA-1h-R1.raw
PXD021013-Sample-558	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03036a_BD5-TUM_HLA2_137_01_01-2xIT_2xHCD-1h-R1.raw	03036a_BD5-TUM_HLA2_137_01_01-2xIT_2xHCD-1h-R1.raw
PXD021013-Sample-559	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03036a_BA4-TUM_HLA2_100_01_01-2xIT_2xHCD-1h-R1.raw	03036a_BA4-TUM_HLA2_100_01_01-2xIT_2xHCD-1h-R1.raw
PXD021013-Sample-560	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03035a_GD11-TUM_HLA2_47_01_01-3xHCD-1h-R1.raw	03035a_GD11-TUM_HLA2_47_01_01-3xHCD-1h-R1.raw
PXD021013-Sample-561	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03035a_GG8-TUM_HLA2_80_01_01-2xIT_2xHCD-1h-R1.raw	03035a_GG8-TUM_HLA2_80_01_01-2xIT_2xHCD-1h-R1.raw
PXD021013-Sample-562	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445d_BF3-TUM_HLA_63_01_01-2xIT_2xHCD-1h-R4.raw	02445d_BF3-TUM_HLA_63_01_01-2xIT_2xHCD-1h-R4.raw
PXD021013-Sample-563	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445d_BC12-TUM_HLA_36_01_01-3xHCD-1h-R4.raw	02445d_BC12-TUM_HLA_36_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-564	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GE11-TUM_HLA_155_01_01-3xHCD-1h-R4.raw	02446d_GE11-TUM_HLA_155_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-565	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BG7-TUM_HLA_79_01_01-DDA-1h-R1.raw	02445a_BG7-TUM_HLA_79_01_01-DDA-1h-R1.raw
PXD021013-Sample-566	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445a_BB4-TUM_HLA_16_01_01-DDA-1h-R1.raw	02445a_BB4-TUM_HLA_16_01_01-DDA-1h-R1.raw
PXD021013-Sample-567	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446a_GE5-TUM_HLA_149_01_01-DDA-1h-R1.raw	02446a_GE5-TUM_HLA_149_01_01-DDA-1h-R1.raw
PXD021013-Sample-568	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03035a_GB1-TUM_HLA2_13_01_01-3xHCD-1h-R1.raw	03035a_GB1-TUM_HLA2_13_01_01-3xHCD-1h-R1.raw
PXD021013-Sample-569	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GC3-TUM_HLA_123_01_01-3xHCD-1h-R4.raw	02446d_GC3-TUM_HLA_123_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-570	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GC11-TUM_HLA_131_01_01-3xHCD-1h-R4.raw	02446d_GC11-TUM_HLA_131_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-571	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GE4-TUM_HLA_148_01_01-3xHCD-1h-R4.raw	02446d_GE4-TUM_HLA_148_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-572	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GB5-TUM_HLA_113_01_01-3xHCD-1h-R4.raw	02446d_GB5-TUM_HLA_113_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-573	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02446d_GB10-TUM_HLA_118_01_01-3xHCD-1h-R4.raw	02446d_GB10-TUM_HLA_118_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-574	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445d_BC6-TUM_HLA_30_01_01-3xHCD-1h-R4.raw	02445d_BC6-TUM_HLA_30_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-575	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/02445d_BH11-TUM_HLA_95_01_01-3xHCD-1h-R4.raw	02445d_BH11-TUM_HLA_95_01_01-3xHCD-1h-R4.raw
PXD021013-Sample-576	homo sapiens	not applicable	not available	not available	not available	not available	1	cell	not available	not available	run 1	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	20 ppm	0.03 Da	AC=MS:1000422;NT=HCD	AC=MS:1001956;NT=unspecific cleavage	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	PXD021013/03036a_BB11-TUM_HLA2_119_01_01-DDA-1h-R1.raw	03036a_BB11-TUM_HLA2_119_01_01-DDA-1h-R1.raw
