source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]	factor value[disease]
NOD_M1	Mus musculus	islet of Langerhans	type 1 diabetes mellitus	not applicable	tissue	juvenile days 30-44	NOD/ShiLtJ	female	1	SCR_NOD_M1_320islets_01_3hrQE_27Jun16_Arwen_16-03-40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	30 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	400m/z	2000m/z	1	1	SCR_NOD_M1_320islets_01_3hrQE_27Jun16_Arwen_16-03-40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NOD/ShiLtJ	type 1 diabetes mellitus
NOD_M2	Mus musculus	islet of Langerhans	type 1 diabetes mellitus	not applicable	tissue	juvenile days 30-44	NOD/ShiLtJ	female	2	SCR_NOD_M2_340islets_02_3hrQE_27Jun16_Arwen_16-03-40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	30 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	400m/z	2000m/z	1	1	SCR_NOD_M2_340islets_02_3hrQE_27Jun16_Arwen_16-03-40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NOD/ShiLtJ	type 1 diabetes mellitus
NOD_M3	Mus musculus	islet of Langerhans	type 1 diabetes mellitus	not applicable	tissue	juvenile days 30-44	NOD/ShiLtJ	female	3	SCR_NOD_M3_400islets_03_3hrQE_27Jun16_Arwen_16-03-40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	30 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	400m/z	2000m/z	1	1	SCR_NOD_M3_400islets_03_3hrQE_27Jun16_Arwen_16-03-40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NOD/ShiLtJ	type 1 diabetes mellitus
NOR_M1	Mus musculus	islet of Langerhans	normal	not applicable	tissue	juvenile days 30-44	NOR/LtJ	female	1	SCR_WT_M1_320islets_04_3hrQE_27Jun16_Arwen_16-03-40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	30 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	400m/z	2000m/z	1	1	SCR_WT_M1_320islets_04_3hrQE_27Jun16_Arwen_16-03-40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NOR/LtJ	normal
NOR_M2	Mus musculus	islet of Langerhans	normal	not applicable	tissue	juvenile days 30-44	NOR/LtJ	female	2	SCR_WT_M2_520islets_05_3hrQE_27Jun16_Arwen_16-03-40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	30 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	400m/z	2000m/z	1	1	SCR_WT_M2_520islets_05_3hrQE_27Jun16_Arwen_16-03-40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NOR/LtJ	normal
NOR_M3	Mus musculus	islet of Langerhans	normal	not applicable	tissue	juvenile days 30-44	NOR/LtJ	female	3	SCR_WT_M3_400islets_06_3hrQE_27Jun16_Arwen_16-03-40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	30 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	400m/z	2000m/z	1	1	SCR_WT_M3_400islets_06_3hrQE_27Jun16_Arwen_16-03-40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	NOR/LtJ	normal
