source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample group]
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_119	proteomic profiling by mass spectrometry	F1707_fuerschj_119.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_119.raw	1	0	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_120	proteomic profiling by mass spectrometry	F1707_fuerschj_120.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_120.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_121	proteomic profiling by mass spectrometry	F1707_fuerschj_121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_121.raw	1	0	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_122	proteomic profiling by mass spectrometry	F1707_fuerschj_122.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_122.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_124	proteomic profiling by mass spectrometry	F1707_fuerschj_124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_124.raw	1	0	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_125	proteomic profiling by mass spectrometry	F1707_fuerschj_125.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_125.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_126	proteomic profiling by mass spectrometry	F1707_fuerschj_126.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_126.raw	1	0	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_127	proteomic profiling by mass spectrometry	F1707_fuerschj_127.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_127.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T1
PXD026244-Sample-2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_130	proteomic profiling by mass spectrometry	F1707_fuerschj_130.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_130.raw	1	0	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T3
PXD026244-Sample-2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1707_fuerschj_131	proteomic profiling by mass spectrometry	F1707_fuerschj_131.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1707_fuerschj_131.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client comparison T3
