source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample group]
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_302	proteomic profiling by mass spectrometry	F1709_fuerschj_302.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_302.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_303	proteomic profiling by mass spectrometry	F1709_fuerschj_303.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_303.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_304	proteomic profiling by mass spectrometry	F1709_fuerschj_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_304.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_305	proteomic profiling by mass spectrometry	F1709_fuerschj_305.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_305.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_306	proteomic profiling by mass spectrometry	F1709_fuerschj_306.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_306.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_307	proteomic profiling by mass spectrometry	F1709_fuerschj_307.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_307.raw	2	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_309	proteomic profiling by mass spectrometry	F1709_fuerschj_309.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_309.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_310	proteomic profiling by mass spectrometry	F1709_fuerschj_310.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_310.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_311	proteomic profiling by mass spectrometry	F1709_fuerschj_311.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_311.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_312	proteomic profiling by mass spectrometry	F1709_fuerschj_312.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_312.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_313	proteomic profiling by mass spectrometry	F1709_fuerschj_313.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_313.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_314	proteomic profiling by mass spectrometry	F1709_fuerschj_314.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_314.raw	2	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T1
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_317	proteomic profiling by mass spectrometry	F1709_fuerschj_317.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_317.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_318	proteomic profiling by mass spectrometry	F1709_fuerschj_318.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_318.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_319	proteomic profiling by mass spectrometry	F1709_fuerschj_319.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_319.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_320	proteomic profiling by mass spectrometry	F1709_fuerschj_320.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_320.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_321	proteomic profiling by mass spectrometry	F1709_fuerschj_321.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_321.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_322	proteomic profiling by mass spectrometry	F1709_fuerschj_322.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_322.raw	2	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_324	proteomic profiling by mass spectrometry	F1709_fuerschj_324.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_324.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
Recombinant Hsp26 client time course T2	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1709_fuerschj_325	proteomic profiling by mass spectrometry	F1709_fuerschj_325.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1709_fuerschj_325.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 client time course T2
