source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample group]
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_030	proteomic profiling by mass spectrometry	F1705_fuerschj_030.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_030.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_031	proteomic profiling by mass spectrometry	F1705_fuerschj_031.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_031.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_032	proteomic profiling by mass spectrometry	F1705_fuerschj_032.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_032.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_033	proteomic profiling by mass spectrometry	F1705_fuerschj_033.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_033.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_035	proteomic profiling by mass spectrometry	F1705_fuerschj_035.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_035.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_036	proteomic profiling by mass spectrometry	F1705_fuerschj_036.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_036.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_037	proteomic profiling by mass spectrometry	F1705_fuerschj_037.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_037.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-1	Saccharomyces cerevisiae	not applicable	not available	not applicable	2	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_038	proteomic profiling by mass spectrometry	F1705_fuerschj_038.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_038.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T1
PXD026244-Sample-2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_040	proteomic profiling by mass spectrometry	F1705_fuerschj_040.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_040.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T2
PXD026244-Sample-2	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1705_fuerschj_041	proteomic profiling by mass spectrometry	F1705_fuerschj_041.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1705_fuerschj_041.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	Hsp26 alone T2
