source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample group]
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_288	proteomic profiling by mass spectrometry	F1608_fuerschj_288.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_288.raw	1	288	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_289	proteomic profiling by mass spectrometry	F1608_fuerschj_289.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_289.raw	1	289	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_296	proteomic profiling by mass spectrometry	F1608_fuerschj_296.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_296.raw	1	296	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_297	proteomic profiling by mass spectrometry	F1608_fuerschj_297.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_297.raw	1	297	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_298	proteomic profiling by mass spectrometry	F1608_fuerschj_298.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_298.raw	1	298	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_299	proteomic profiling by mass spectrometry	F1608_fuerschj_299.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_299.raw	1	299	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_355	proteomic profiling by mass spectrometry	F1608_fuerschj_355.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_355.raw	1	355	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1608_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1608_fuerschj_356	proteomic profiling by mass spectrometry	F1608_fuerschj_356.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1608_fuerschj_356.raw	1	356	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1608_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_018	proteomic profiling by mass spectrometry	F1610_fuerschj_018.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_018.raw	1	018	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_019	proteomic profiling by mass spectrometry	F1610_fuerschj_019.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_019.raw	1	019	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_020	proteomic profiling by mass spectrometry	F1610_fuerschj_020.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_020.raw	1	020	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_021	proteomic profiling by mass spectrometry	F1610_fuerschj_021.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_021.raw	1	021	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_028	proteomic profiling by mass spectrometry	F1610_fuerschj_028.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_028.raw	1	028	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_029	proteomic profiling by mass spectrometry	F1610_fuerschj_029.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_029.raw	1	029	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
Auxiliary Hsp26 crosslinking run set F1610_fuerschj	Saccharomyces cerevisiae	not applicable	not available	not applicable	1	not available	not available	not available	30 A	not available	not available	F1610_fuerschj_030	proteomic profiling by mass spectrometry	F1610_fuerschj_030.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD026244/F1610_fuerschj_030.raw	1	030	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion;AC=MS:1002416	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not available	not available	10 ppm	0.3 Da	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSS;AC=XLMOD:02001	size exclusion chromatography	not available	not available	not available	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=other-organisms;VV=v1.1.0	F1610_fuerschj
