source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	not applicable	not applicable	1	not applicable	Assay1	proteomic profiling by mass spectrometry	1	GM1_110618.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample2	Escherichia coli	not applicable	not applicable	2	not applicable	Assay2	proteomic profiling by mass spectrometry	1	GM2_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample3	Escherichia coli	not applicable	not applicable	2	not applicable	Assay3	proteomic profiling by mass spectrometry	2	GM2_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample4	Escherichia coli	not applicable	not applicable	5	not applicable	Assay4	proteomic profiling by mass spectrometry	1	GM5_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample5	Escherichia coli	not applicable	not applicable	4	not applicable	Assay5	proteomic profiling by mass spectrometry	1	GM4_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample6	Escherichia coli	not applicable	not applicable	4	not applicable	Assay6	proteomic profiling by mass spectrometry	2	GM4_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample7	Escherichia coli	not applicable	not applicable	3	not applicable	Assay7	proteomic profiling by mass spectrometry	1	GM3_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample8	Escherichia coli	not applicable	not applicable	5	not applicable	Assay8	proteomic profiling by mass spectrometry	2	GM5_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample9	Escherichia coli	not applicable	not applicable	7	not applicable	Assay9	proteomic profiling by mass spectrometry	1	GM7_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample10	Escherichia coli	not applicable	not applicable	3	not applicable	Assay10	proteomic profiling by mass spectrometry	2	GM3_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample11	Escherichia coli	not applicable	not applicable	6	not applicable	Assay11	proteomic profiling by mass spectrometry	1	GM6_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample12	Escherichia coli	not applicable	not applicable	9	not applicable	Assay12	proteomic profiling by mass spectrometry	1	GM9_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample13	Escherichia coli	not applicable	not applicable	9	not applicable	Assay13	proteomic profiling by mass spectrometry	2	GM9_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample14	Escherichia coli	not applicable	not applicable	8	not applicable	Assay14	proteomic profiling by mass spectrometry	1	GM8_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample15	Escherichia coli	not applicable	not applicable	8	not applicable	Assay15	proteomic profiling by mass spectrometry	2	GM8_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample16	Escherichia coli	not applicable	not applicable	6	not applicable	Assay16	proteomic profiling by mass spectrometry	2	GM6_110818.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample17	Escherichia coli	not applicable	not applicable	7	not applicable	Assay17	proteomic profiling by mass spectrometry	2	GM7_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
Sample18	Escherichia coli	not applicable	not applicable	1	not applicable	Assay18	proteomic profiling by mass spectrometry	2	GM1_110718.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=data-dependent acquisition;AC=MS:1003221	not available	not available	not available
