source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20141014_fract8_dyn_5ul_E8_01_587.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract8_dyn_5ul_E8_01_587.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract8_dyn_5ul_E8_01_587.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract8_dyn_5ul_E8_01_587.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac08_top_opt_B8_01_1817.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac08_top_opt_B8_01_1817.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac08_top_opt_B8_01_1817.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac08_top_opt_B8_01_1817.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast1_Top_opt_2ug_C1_01_1670.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast1_Top_opt_2ug_C1_01_1670.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast1_Top_opt_2ug_C1_01_1670.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast1_Top_opt_2ug_C1_01_1670.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast3_Top_opt_2ug_C3_01_1664.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast3_Top_opt_2ug_C3_01_1664.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast3_Top_opt_2ug_C3_01_1664.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast3_Top_opt_2ug_C3_01_1664.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_Hepa3_Top_opt_D3_01_1689.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_Hepa3_Top_opt_D3_01_1689.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_Hepa3_Top_opt_D3_01_1689.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_Hepa3_Top_opt_D3_01_1689.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_354.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_354.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_354.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_354.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract2_dyn_5ul_D2_01_369.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract2_dyn_5ul_D2_01_369.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract2_dyn_5ul_D2_01_369.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract2_dyn_5ul_D2_01_369.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast1_Top_opt_2ug_C1_01_1663.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast1_Top_opt_2ug_C1_01_1663.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast1_Top_opt_2ug_C1_01_1663.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast1_Top_opt_2ug_C1_01_1663.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150307_NSC3_Top_opt_F3_01_1682.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150307_NSC3_Top_opt_F3_01_1682.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150307_NSC3_Top_opt_F3_01_1682.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150307_NSC3_Top_opt_F3_01_1682.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract15_dyn_5ul_E7_01_383.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract15_dyn_5ul_E7_01_383.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract15_dyn_5ul_E7_01_383.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract15_dyn_5ul_E7_01_383.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract3_dyn_5ul_D3_01_370.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract3_dyn_5ul_D3_01_370.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract3_dyn_5ul_D3_01_370.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract3_dyn_5ul_D3_01_370.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast3_Top_opt_2ug_C3_01_1665.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast3_Top_opt_2ug_C3_01_1665.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast3_Top_opt_2ug_C3_01_1665.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast3_Top_opt_2ug_C3_01_1665.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_342.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_342.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_342.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_342.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract23_dyn_5ul_G7_01_602.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract23_dyn_5ul_G7_01_602.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract23_dyn_5ul_G7_01_602.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract23_dyn_5ul_G7_01_602.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_351.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_351.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_351.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/05pmolUPS2_500ngY_90min1Hz1pr_BC2_01_351.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast3_Top_opt_2ug_C3_01_1669.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast3_Top_opt_2ug_C3_01_1669.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast3_Top_opt_2ug_C3_01_1669.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast3_Top_opt_2ug_C3_01_1669.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150306_yeast1_Top_opt_2ug_C1_01_1668.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150306_yeast1_Top_opt_2ug_C1_01_1668.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150306_yeast1_Top_opt_2ug_C1_01_1668.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150306_yeast1_Top_opt_2ug_C1_01_1668.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150228_yeast1_Top_opt_B1_01_1614.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150228_yeast1_Top_opt_B1_01_1614.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150228_yeast1_Top_opt_B1_01_1614.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150228_yeast1_Top_opt_B1_01_1614.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract11_dyn_5ul_C3_01_446.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract11_dyn_5ul_C3_01_446.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract11_dyn_5ul_C3_01_446.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract11_dyn_5ul_C3_01_446.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac20_top_opt_C8_01_1829.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac20_top_opt_C8_01_1829.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac20_top_opt_C8_01_1829.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac20_top_opt_C8_01_1829.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140918_fract6_dyn_5ul_D6_01_373.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140918_fract6_dyn_5ul_D6_01_373.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140918_fract6_dyn_5ul_D6_01_373.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140918_fract6_dyn_5ul_D6_01_373.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20140925_fract8_dyn_5ul_B8_01_443.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20140925_fract8_dyn_5ul_B8_01_443.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140925_fract8_dyn_5ul_B8_01_443.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20140925_fract8_dyn_5ul_B8_01_443.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract1_dyn_5ul_E1_01_580.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract1_dyn_5ul_E1_01_580.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract1_dyn_5ul_E1_01_580.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract1_dyn_5ul_E1_01_580.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20150402_CerP14_Frac19_top_opt_C7_01_1828.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20150402_CerP14_Frac19_top_opt_C7_01_1828.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20150402_CerP14_Frac19_top_opt_C7_01_1828.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20150402_CerP14_Frac19_top_opt_C7_01_1828.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
20141014_fract21_dyn_5ul_G5_01_600.d.zip	saccharomyces cerevisiae	liver	HeLa cell	not available	HeLa	CVCL_0030	HeLa	1	20141014_fract21_dyn_5ul_G5_01_600.d.zip	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=bruker daltonics instrument model;AC=MS:1000122	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.07 Da	0.07 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141014_fract21_dyn_5ul_G5_01_600.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/05/PXD001592/20141014_fract21_dyn_5ul_G5_01_600.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
