source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_B_R2hr_2	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	20210524_B_R2hr_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R2hr_1	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	20210524_B_R2hr_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R1min_2_duplicate	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	3	20210524_B_R1min_2_duplicate.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_N3	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	4	20210524_B_N3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	4	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_N1	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	5	20210524_B_N1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	5	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R1min_3	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	6	20210524_B_R1min_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	6	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R1min_3_duplicate	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	7	20210524_B_R1min_3_duplicate.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	7	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_N2	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	8	20210524_B_N2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	8	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R2hr_3	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	9	20210524_B_R2hr_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	9	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R5min_3	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	10	20210524_B_R5min_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	10	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R1min_1	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	11	20210524_B_R1min_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	11	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R1min_2	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	12	20210524_B_R1min_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	12	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_B_R5min_1	Escherichia coli	NT=whole cell	not available	2	not available	Proteomic Assay	proteomic profiling by mass spectrometry	13	20210524_B_R5min_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf-x;AC=MS:1002877	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	13	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
