source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
IK41_Mucin_M1a	IK41_Mucin_M1a	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK41_Mucin_M1a	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK41_Mucin_M1a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK42_Mucin_M1b2	IK42_Mucin_M1b2	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK42_Mucin_M1b2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK42_Mucin_M1b2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK43_Mucin_M1c	IK43_Mucin_M1c	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK43_Mucin_M1c	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK43_Mucin_M1c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK44_Mucin_M2a	IK44_Mucin_M2a	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK44_Mucin_M2a	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK44_Mucin_M2a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK45_Mucin_M2b	IK45_Mucin_M2b	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK45_Mucin_M2b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK45_Mucin_M2b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK46_Mucin_M2c	IK46_Mucin_M2c	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK46_Mucin_M2c	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK46_Mucin_M2c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK47_Mucin_M3a	IK47_Mucin_M3a	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK47_Mucin_M3a	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK47_Mucin_M3a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK48_Mucin_M3b	IK48_Mucin_M3b	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK48_Mucin_M3b	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK48_Mucin_M3b.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK49_Mucin_M3c	IK49_Mucin_M3c	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK49_Mucin_M3c	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK49_Mucin_M3c.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
IK50_Mucin_M4a	IK50_Mucin_M4a	Akkermansia muciniphila atcc baa-835	not available	not applicable	not available	Mucolytic_activity_of_Akkermansia_muciniphila_enables_Human_Milk_Oligosaccharides_degradation	not available	not available	not available	not available	not available	not available	1	IK50_Mucin_M4a	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	IK50_Mucin_M4a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
