source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
OSU_A2_TF_GB_12_run1_22Jul16_Samwise_16-05-02	OSU_A2_TF_GB_12_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A2_TF_GB_12_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A2_TF_GB_12_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A2_TM_GB_13_run1_22Jul16_Samwise_16-05-02	OSU_A2_TM_GB_13_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A2_TM_GB_13_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A2_TM_GB_13_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A3_TF_GB_07_run1_21Jul16_Samwise_16-04-10-rerun	OSU_A3_TF_GB_07_run1_21Jul16_Samwise_16-04-10-rerun	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A3_TF_GB_07_run1_21Jul16_Samwise_16-04-10-rerun	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A3_TF_GB_07_run1_21Jul16_Samwise_16-04-10-rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A3_TF_GB_07_run1_22Jul16_Samwise_16-05-02	OSU_A3_TF_GB_07_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A3_TF_GB_07_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A3_TF_GB_07_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A3_TM_GB_06_run1_21Jul16_Samwise_16-04-10-rerun	OSU_A3_TM_GB_06_run1_21Jul16_Samwise_16-04-10-rerun	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A3_TM_GB_06_run1_21Jul16_Samwise_16-04-10-rerun	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A3_TM_GB_06_run1_21Jul16_Samwise_16-04-10-rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A3_TM_GB_06_run1_22Jul16_Samwise_16-05-02	OSU_A3_TM_GB_06_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A3_TM_GB_06_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A3_TM_GB_06_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A4_TF_GB_02_run1_22Jul16_Samwise_16-05-02	OSU_A4_TF_GB_02_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A4_TF_GB_02_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A4_TF_GB_02_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_A4_TM_GB_03_run1_22Jul16_Samwise_16-05-02	OSU_A4_TM_GB_03_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_A4_TM_GB_03_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_A4_TM_GB_03_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_B2_TF_NoGB_09_run1_22Jul16_Samwise_16-05-02	OSU_B2_TF_NoGB_09_run1_22Jul16_Samwise_16-05-02	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_B2_TF_NoGB_09_run1_22Jul16_Samwise_16-05-02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_B2_TF_NoGB_09_run1_22Jul16_Samwise_16-05-02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
OSU_B2_TM_NoGB_08_run1_21Jul16_Samwise_16-04-10-rerun	OSU_B2_TM_NoGB_08_run1_21Jul16_Samwise_16-04-10-rerun	Unclassified bacteria	not available	not applicable	not available	Microbial_Interactions_Underpinning_Persistence_Across_Hydraulically_Fractured_Shales	not available	not available	not available	not available	not available	not available	1	OSU_B2_TM_NoGB_08_run1_21Jul16_Samwise_16-04-10-rerun	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	OSU_B2_TM_NoGB_08_run1_21Jul16_Samwise_16-04-10-rerun.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
