source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf template]	factor value[acquisition strategy]
schizont IMAC pool	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	OTPf-IMACDDNL_2010Mar06-02	proteomic profiling by mass spectrometry	3D7	PXD000070	NT=data-dependent acquisition;AC=PRIDE:0000627	OTPf-IMACDDNL_2010Mar06-02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000070/OTPf-IMACDDNL_2010Mar06-02.raw	1	1	label free sample	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=collision-induced dissociation;AC=MS:1000133	NT=electron transfer dissociation;AC=MS:1000598	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	10 ppm	0.5 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0	neutral loss triggered ETD
schizont IMAC pool	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	OTPf-IMACDDNL_2010Mar9-01	proteomic profiling by mass spectrometry	3D7	PXD000070	NT=data-dependent acquisition;AC=PRIDE:0000627	OTPf-IMACDDNL_2010Mar9-01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000070/OTPf-IMACDDNL_2010Mar9-01.raw	1	2	label free sample	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=collision-induced dissociation;AC=MS:1000133	NT=electron transfer dissociation;AC=MS:1000598	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	10 ppm	0.5 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0	neutral loss triggered ETD
schizont IMAC pool	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	OTPf-IMACDDNL_2010Mar9-02	proteomic profiling by mass spectrometry	3D7	PXD000070	NT=data-dependent acquisition;AC=PRIDE:0000627	OTPf-IMACDDNL_2010Mar9-02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000070/OTPf-IMACDDNL_2010Mar9-02.raw	1	3	label free sample	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=collision-induced dissociation;AC=MS:1000133	NT=electron transfer dissociation;AC=MS:1000598	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	10 ppm	0.5 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0	neutral loss triggered ETD
schizont IMAC pool	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	OTPf-IMACDT2010Mar10-01	proteomic profiling by mass spectrometry	3D7	PXD000070	NT=data-dependent acquisition;AC=PRIDE:0000627	OTPf-IMACDT2010Mar10-01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000070/OTPf-IMACDT2010Mar10-01.raw	1	1	label free sample	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=collision-induced dissociation;AC=MS:1000133	NT=electron transfer dissociation;AC=MS:1000598	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	10 ppm	0.5 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0	decision tree
schizont IMAC pool	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	OTPf-IMACDT2010Mar11-01	proteomic profiling by mass spectrometry	3D7	PXD000070	NT=data-dependent acquisition;AC=PRIDE:0000627	OTPf-IMACDT2010Mar11-01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000070/OTPf-IMACDT2010Mar11-01.raw	1	2	label free sample	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=collision-induced dissociation;AC=MS:1000133	NT=electron transfer dissociation;AC=MS:1000598	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	10 ppm	0.5 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0	decision tree
schizont IMAC pool	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	OTPf-IMACDT2010Mar11-02	proteomic profiling by mass spectrometry	3D7	PXD000070	NT=data-dependent acquisition;AC=PRIDE:0000627	OTPf-IMACDT2010Mar11-02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000070/OTPf-IMACDT2010Mar11-02.raw	1	3	label free sample	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=collision-induced dissociation;AC=MS:1000133	NT=electron transfer dissociation;AC=MS:1000598	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T;MT=Variable	10 ppm	0.5 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0	decision tree
