source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Iso_JGI_Aug_P2M_11_11_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_P2M_11_11_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_P2M_11_11_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_P2M_11_11_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_Aug_S1M_09_06_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_S1M_09_06_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_S1M_09_06_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_S1M_09_06_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_Aug_S1M_09_10_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_S1M_09_10_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_S1M_09_10_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_S1M_09_10_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_Aug_S1X_15_06_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_S1X_15_06_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_S1X_15_06_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_S1X_15_06_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_Aug_S1X_15_07_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_S1X_15_07_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_S1X_15_07_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_S1X_15_07_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_Aug_S1X_15_09_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_S1X_15_09_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_S1X_15_09_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_S1X_15_09_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_Aug_S1X_15_12_offline_27May17_Precious_16-11-43	Iso_JGI_Aug_S1X_15_12_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_Aug_S1X_15_12_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_Aug_S1X_15_12_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E2X_08_01_offline_27May17_Precious_16-11-43	Iso_JGI_July_E2X_08_01_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E2X_08_01_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E2X_08_01_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E2X_08_06_offline_27May17_Precious_16-11-43	Iso_JGI_July_E2X_08_06_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E2X_08_06_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E2X_08_06_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E2X_08_07_offline_27May17_Precious_16-11-43	Iso_JGI_July_E2X_08_07_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E2X_08_07_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E2X_08_07_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E2X_08_08_offline_27May17_Precious_16-11-43	Iso_JGI_July_E2X_08_08_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E2X_08_08_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E2X_08_08_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E2X_08_10_offline_27May17_Precious_16-11-43	Iso_JGI_July_E2X_08_10_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E2X_08_10_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E2X_08_10_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E2X_08_11_offline_27May17_Precious_16-11-43	Iso_JGI_July_E2X_08_11_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E2X_08_11_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E2X_08_11_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E3D_05_01_offline_27May17_Precious_16-11-43	Iso_JGI_July_E3D_05_01_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E3D_05_01_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E3D_05_01_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E3D_05_06_offline_27May17_Precious_16-11-43	Iso_JGI_July_E3D_05_06_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E3D_05_06_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E3D_05_06_offline_27May17_Precious_16-11-43.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E3D_05_09_offline_27May17_Precious_16-11-43	Iso_JGI_July_E3D_05_09_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E3D_05_09_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E3D_05_09_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Iso_JGI_July_E3D_05_10_offline_27May17_Precious_16-11-43	Iso_JGI_July_E3D_05_10_offline_27May17_Precious_16-11-43	metagenome	not available	not applicable	not available	IsoGenie_Abisko_Stordalenmire_LC-MSMS	not available	not available	not available	not available	not available	not available	1	Iso_JGI_July_E3D_05_10_offline_27May17_Precious_16-11-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Iso_JGI_July_E3D_05_10_offline_27May17_Precious_16-11-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
