source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
081208_VH_PLKinh2b_F24	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F4	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F26	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F26.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F26.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F25T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F25T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F25T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F25T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F18b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F18b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F18b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F18b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F14	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F2-6T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F2-6T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F2-6T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F2-6T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F12	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F10	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F22	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F15	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F12	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F2	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F7-11T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F7-11T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F7-11T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F7-11T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F17	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F17.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F17.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F32	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F32.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F32.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F1	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F6	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F11	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F3	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F29	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F29.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F29.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F14b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F14b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F14b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F14b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F5	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F31	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F31.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F31.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F1-6T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F1-6T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F1-6T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F1-6T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F23T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F23T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F23T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F23T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F19-22T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F19-22T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F19-22T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F19-22T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F12	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F22	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F16	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh30_F79T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh30_F79T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh30_F79T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh30_F79T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F13	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F26T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F26T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F26T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F26T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F25	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F7-12T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F7-12T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F7-12T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F7-12T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F24T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F24T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F24T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F24T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
090224_VH_nR2_F13b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	090224_VH_nR2_F13b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	090224_VH_nR2_F13b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/090224_VH_nR2_F13b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F13b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F13b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F13b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F13b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080911_VH_PLKinh2_F13	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080911_VH_PLKinh2_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080911_VH_PLKinh2_F13.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080911_VH_PLKinh2_F13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
081208_VH_PLKinh2b_F16b	Homo sapiens	Permanent cell line cell	not applicable	not available	1	081208_VH_PLKinh2b_F16b	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	081208_VH_PLKinh2b_F16b.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/081208_VH_PLKinh2b_F16b.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
080918_PLKinh4_F17-21T	Homo sapiens	Permanent cell line cell	not applicable	not available	1	080918_PLKinh4_F17-21T	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	080918_PLKinh4_F17-21T.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/04/PXD000222/080918_PLKinh4_F17-21T.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
