source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[cell type]	assay name	technology type	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[genotype]
s1	mus musculus	brain	1	not applicable	not applicable	not applicable	15192	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4264_11-7-2022_Gaspari_15192_DIA_140min_3ul_RB1.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117KO
s3	mus musculus	brain	2	not applicable	not applicable	not applicable	15193	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4265_11-7-2022_Gaspari_15193_DIA_140min_3ul_RB2.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117KO
s4	mus musculus	brain	3	not applicable	not applicable	not applicable	15194	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4266_11-7-2022_Gaspari_15194_DIA_140min_3ul_RB3.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117KO
s6	mus musculus	brain	4	not applicable	not applicable	not applicable	15195	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4267_11-7-2022_Gaspari_15195_DIA_140min_3ul_RB4.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117KO
s8	mus musculus	brain	5	not applicable	not applicable	not applicable	15196	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4270_11-7-2022_Gaspari_15196_DIA_140min_3ul_RB5.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117WT
s9	mus musculus	brain	6	not applicable	not applicable	not applicable	15197	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4271_11-8-2022_Gaspari_15197_DIA_140min_3ul_RB6.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117WT
s10	mus musculus	brain	7	not applicable	not applicable	not applicable	15198	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4272_11-8-2022_Gaspari_15198_DIA_140min_3ul_RB7.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117WT
s11	mus musculus	brain	8	not applicable	not applicable	not applicable	15199	proteomic profiling by mass spectrometry	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:4;NT=Carbamidomethyl;TA=C;MT=Variable	AC=MS:1001251;NT=Trypsin	NT=data-independent acquisition;AC=PRIDE:0000450	AC=MS:1002038;NT=label free sample	AC=MS:1003005;NT=timsTOF Pro	1	1	4273_11-8-2022_Gaspari_15199_DIA_140min_3ul_RB8.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	Plp1TM117WT
