source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample_1	Escherichia coli	cell	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	190708_NJ_Ingrid_7_R27_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_2	Escherichia coli	cell	not available	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	2020-02-26_NJ_Ingrid_RF3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_3	Escherichia coli	cell	not available	3	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	2020-02-26_NJ_Ingrid_RS1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_4	Escherichia coli	cell	not available	4	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	190708_NJ_Ingrid_15_R_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_5	Escherichia coli	cell	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	2	190708_NJ_Ingrid_3_RB_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_6	Escherichia coli	cell	not available	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	2	2020-02-26_NJ_Ingrid_RF1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_7	Escherichia coli	cell	not available	3	not available	Proteomics Assay	proteomic profiling by mass spectrometry	2	190708_NJ_Ingrid_11_R21_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_8	Escherichia coli	cell	not available	4	not available	Proteomics Assay	proteomic profiling by mass spectrometry	2	190708_NJ_Ingrid_1_RB_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_9	Escherichia coli	cell	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	3	190708_NJ_Ingrid_8_R_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
Sample_10	Escherichia coli	cell	not available	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	3	190708_NJ_Ingrid_9_R21_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=higher energy collisional dissociation	10 ppm	0.02 Da	not available
