source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
1DLC050814_UCB_UP_2_rep2	1DLC050814_UCB_UP_2_rep2	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC050814_UCB_UP_2_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC050814_UCB_UP_2_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC050914_UCB_UP_16_rep2	1DLC050914_UCB_UP_16_rep2	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC050914_UCB_UP_16_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC050914_UCB_UP_16_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC050914_UCB_UP_3_rep2	1DLC050914_UCB_UP_3_rep2	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC050914_UCB_UP_3_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC050914_UCB_UP_3_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC050914_UCB_UP_6.msf	1DLC050914_UCB_UP_6.msf	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC050914_UCB_UP_6.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC050914_UCB_UP_6.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC050914_UCB_UP_6_rep1	1DLC050914_UCB_UP_6_rep1	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC050914_UCB_UP_6_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC050914_UCB_UP_6_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC050914_UCB_UP_7.msf	1DLC050914_UCB_UP_7.msf	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC050914_UCB_UP_7.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC050914_UCB_UP_7.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC052414_UCB_UP_17_rep1	1DLC052414_UCB_UP_17_rep1	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC052414_UCB_UP_17_rep1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC052414_UCB_UP_17_rep1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC052414_UCB_UP_17_rep2	1DLC052414_UCB_UP_17_rep2	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC052414_UCB_UP_17_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC052414_UCB_UP_17_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC052414_UCB_UP_18.msf	1DLC052414_UCB_UP_18.msf	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC052414_UCB_UP_18.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC052414_UCB_UP_18.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
1DLC052414_UCB_UP_18_rep2	1DLC052414_UCB_UP_18_rep2	Candida albicans	Urine	not applicable	not available	Longitudinal_Surveys_Show_that_Urethral_Catheters_Harbor_Recurrent_Polymicrobial_Biofilms_with_Cooperative_and_Competitive_Behaviors_Among_Cohabitating_Pathogens	feces	feces	not available	not available	not available	not available	gut microbiome	Candida albicans	Urine	not available	1	1DLC052414_UCB_UP_18_rep2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	not available	1	1	1DLC052414_UCB_UP_18_rep2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Urine
