source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD062749-Sample-1	Homo sapiens	blood serum	not available	1	C1-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	C1-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-2	Homo sapiens	blood serum	not available	1	C1-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	C1-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-3	Homo sapiens	blood serum	not available	1	C2-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	C2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-4	Homo sapiens	blood serum	not available	1	C2-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	C2-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-5	Homo sapiens	blood serum	not available	1	P10-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	P10-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-6	Homo sapiens	blood serum	not available	1	P10-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	P10-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-7	Homo sapiens	blood serum	not available	1	P11-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	P11-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-8	Homo sapiens	blood serum	not available	1	P11-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	P11-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-9	Homo sapiens	blood serum	not available	1	P12-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	P12-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD062749-Sample-10	Homo sapiens	blood serum	not available	1	P12-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	P12-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
