source name	characteristics[organism]	characteristics[strain or breed]	characteristics[age]	characteristics[sex]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[diet]	characteristics[biological replicate]	characteristics[developmental stage]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file content]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[diet]
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	9	150811_YSH_LIVER_HFD_14_09.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
HFD-14	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet	3	not available	run 42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	10	150811_YSH_LIVER_HFD_14_10.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	1	150609_YSH_LIVER_GG5_7_01.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	2	150609_YSH_LIVER_GG5_7_02.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	3	150609_YSH_LIVER_GG5_7_03.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	4	150609_YSH_LIVER_GG5_7_04.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	5	150609_YSH_LIVER_GG5_7_05.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	6	150609_YSH_LIVER_GG5_7_06.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	7	150609_YSH_LIVER_GG5_7_07.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	8	150609_YSH_LIVER_GG5_7_08.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	9	150609_YSH_LIVER_GG5_7_09.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-7	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	2	not available	run 53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	10	150609_YSH_LIVER_GG5_7_10.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	1	150626_YSH_LIVER_GG5_9_01.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	2	150626_YSH_LIVER_GG5_9_02.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	3	150626_YSH_LIVER_GG5_9_03.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	4	150626_YSH_LIVER_GG5_9_04.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	5	150626_YSH_LIVER_GG5_9_05.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	6	150626_YSH_LIVER_GG5_9_06.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	7	150626_YSH_LIVER_GG5_9_07.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	8	150626_YSH_LIVER_GG5_9_08.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	9	150626_YSH_LIVER_GG5_9_09.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
GG5-9	Mus musculus	C57BL/6J	18W	male	liver	non-alcoholic fatty liver disease	not applicable	high-fat diet + 5% Platycodi Radix extract	3	not available	run 63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	1	10	150626_YSH_LIVER_GG5_9_10.raw	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=variable;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	0.6 Da	0.8 Da	raw file (Thermo .raw)	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	high-fat diet + 5% Platycodi Radix extract
