source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_1_1_2_23684.d.zip	proteomic profiling by mass spectrometry	BSA_1_1_2_23684.d.zip	1	1	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_1_1_3_23685.d.zip	proteomic profiling by mass spectrometry	BSA_1_1_3_23685.d.zip	1	2	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_1_9_1_23686.d.zip	proteomic profiling by mass spectrometry	BSA_1_9_1_23686.d.zip	1	3	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_1_9_2_23687.d.zip	proteomic profiling by mass spectrometry	BSA_1_9_2_23687.d.zip	1	4	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_1_9_3_23688.d.zip	proteomic profiling by mass spectrometry	BSA_1_9_3_23688.d.zip	1	5	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_9_1_1_23689.d.zip	proteomic profiling by mass spectrometry	BSA_9_1_1_23689.d.zip	1	6	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_9_1_2_23690.d.zip	proteomic profiling by mass spectrometry	BSA_9_1_2_23690.d.zip	1	7	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_9_1_3_23691.d.zip	proteomic profiling by mass spectrometry	BSA_9_1_3_23691.d.zip	1	8	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	BSA_Ctrl_23696.d.zip	proteomic profiling by mass spectrometry	BSA_Ctrl_23696.d.zip	1	9	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD060322-sample	equus caballus	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	Bev_25AL_27814.d.zip	proteomic profiling by mass spectrometry	Bev_25AL_27814.d.zip	1	10	AC=MS:1002038;NT=label free sample	NT=Bruker Daltonics solarix series;AC=MS:1001548	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
