source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
HFX_9116_TFU_hC6dM_1_310319_20190404012700	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6dM_1_310319_20190404012700	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6dM_1_310319_20190404012700.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_PCDNA_2_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_PCDNA_2_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_PCDNA_2_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_PCDNA_4_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_PCDNA_4_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_PCDNA_4_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_PCDNA_3_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_PCDNA_3_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_PCDNA_3_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6dM_3_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6dM_3_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6dM_3_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6_2_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6_2_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6_2_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_PCDNA_1_310319_20190403222458	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_PCDNA_1_310319_20190403222458	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_PCDNA_1_310319_20190403222458.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6dM_4_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6dM_4_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6dM_4_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6_4_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6_4_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6_4_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6_1_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6_1_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6_1_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6_3_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6_3_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6_3_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
HFX_9116_TFU_hC6dM_2_310319	Homo sapiens	Kidney	not available	not available	not available	1	HFX_9116_TFU_hC6dM_2_310319	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	HFX_9116_TFU_hC6dM_2_310319.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Kidney
