source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
F009334_2p_Ionopticks10_trapPM7_CMB-1257_I-2-28	Sus scrofa domesticus	Small intestine	not available	not available	1	F009334_2p_Ionopticks10_trapPM7_CMB-1257_I-2-28	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009334_2p_Ionopticks10_trapPM7_CMB-1257_I-2-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009318_2p_Ionopticks10_trapPM7_CMB-1257_I-2-22	Sus scrofa domesticus	Small intestine	not available	not available	1	F009318_2p_Ionopticks10_trapPM7_CMB-1257_I-2-22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009318_2p_Ionopticks10_trapPM7_CMB-1257_I-2-22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009296_2p_Ionopticks10_trapPM7_CMB-1257_I-2-13	Sus scrofa domesticus	Small intestine	not available	not available	1	F009296_2p_Ionopticks10_trapPM7_CMB-1257_I-2-13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009296_2p_Ionopticks10_trapPM7_CMB-1257_I-2-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009320_2p_Ionopticks10_trapPM7_CMB-1257_I-2-23	Sus scrofa domesticus	Small intestine	not available	not available	1	F009320_2p_Ionopticks10_trapPM7_CMB-1257_I-2-23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009320_2p_Ionopticks10_trapPM7_CMB-1257_I-2-23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009430_2p_Ionopticks10_trapPM7_CMB-1257_II-2-65	Sus scrofa domesticus	Small intestine	not available	not available	1	F009430_2p_Ionopticks10_trapPM7_CMB-1257_II-2-65	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009430_2p_Ionopticks10_trapPM7_CMB-1257_II-2-65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009300_2p_Ionopticks10_trapPM7_CMB-1257_I-2-15	Sus scrofa domesticus	Small intestine	not available	not available	1	F009300_2p_Ionopticks10_trapPM7_CMB-1257_I-2-15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009300_2p_Ionopticks10_trapPM7_CMB-1257_I-2-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009268_2p_Ionopticks10_trapPM7_CMB-1257_I-2-1	Sus scrofa domesticus	Small intestine	not available	not available	1	F009268_2p_Ionopticks10_trapPM7_CMB-1257_I-2-1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009268_2p_Ionopticks10_trapPM7_CMB-1257_I-2-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009278_2p_Ionopticks10_trapPM7_CMB-1257_I-2-6	Sus scrofa domesticus	Small intestine	not available	not available	1	F009278_2p_Ionopticks10_trapPM7_CMB-1257_I-2-6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009278_2p_Ionopticks10_trapPM7_CMB-1257_I-2-6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009422_2p_Ionopticks10_trapPM7_CMB-1257_II-2-61	Sus scrofa domesticus	Small intestine	not available	not available	1	F009422_2p_Ionopticks10_trapPM7_CMB-1257_II-2-61	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009422_2p_Ionopticks10_trapPM7_CMB-1257_II-2-61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009432_2p_Ionopticks10_trapPM7_CMB-1257_II-2-66	Sus scrofa domesticus	Small intestine	not available	not available	1	F009432_2p_Ionopticks10_trapPM7_CMB-1257_II-2-66	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009432_2p_Ionopticks10_trapPM7_CMB-1257_II-2-66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009394_2p_Ionopticks10_trapPM7_CMB-1257_II-2-49	Sus scrofa domesticus	Small intestine	not available	not available	1	F009394_2p_Ionopticks10_trapPM7_CMB-1257_II-2-49	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009394_2p_Ionopticks10_trapPM7_CMB-1257_II-2-49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009420_2p_Ionopticks10_trapPM7_CMB-1257_II-2-60	Sus scrofa domesticus	Small intestine	not available	not available	1	F009420_2p_Ionopticks10_trapPM7_CMB-1257_II-2-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009420_2p_Ionopticks10_trapPM7_CMB-1257_II-2-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009414_2p_Ionopticks10_trapPM7_CMB-1257_II-2-57	Sus scrofa domesticus	Small intestine	not available	not available	1	F009414_2p_Ionopticks10_trapPM7_CMB-1257_II-2-57	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009414_2p_Ionopticks10_trapPM7_CMB-1257_II-2-57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
F009362_2p_Ionopticks10_trapPM7_CMB-1257_I-2-QC	Sus scrofa domesticus	Small intestine	not available	not available	1	F009362_2p_Ionopticks10_trapPM7_CMB-1257_I-2-QC	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	F009362_2p_Ionopticks10_trapPM7_CMB-1257_I-2-QC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Small intestine
