source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
DG011737_UCT1_1	DG011737_UCT1_1	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011737_UCT1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011737_UCT1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011738_UCT1_2	DG011738_UCT1_2	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011738_UCT1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011738_UCT1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011739_UCT1_3	DG011739_UCT1_3	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011739_UCT1_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011739_UCT1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011740_UCT1_4	DG011740_UCT1_4	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011740_UCT1_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011740_UCT1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011741_UCT1_5	DG011741_UCT1_5	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011741_UCT1_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011741_UCT1_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011742_UCT1_6	DG011742_UCT1_6	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011742_UCT1_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011742_UCT1_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011743_UCT1_7	DG011743_UCT1_7	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011743_UCT1_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011743_UCT1_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011744_UCT1_8	DG011744_UCT1_8	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011744_UCT1_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011744_UCT1_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011746_UCT1_10	DG011746_UCT1_10	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011746_UCT1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011746_UCT1_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011747_UCT1_11	DG011747_UCT1_11	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011747_UCT1_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011747_UCT1_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011748_UCT1_12	DG011748_UCT1_12	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011748_UCT1_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011748_UCT1_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011749_UCT1_9	DG011749_UCT1_9	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011749_UCT1_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011749_UCT1_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011758_UCT2_1	DG011758_UCT2_1	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011758_UCT2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011758_UCT2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
DG011759_UCT2_2	DG011759_UCT2_2	human gut metagenome	feces	not applicable	not available	Ulcerative_Colitis_Fecal_Transplant_Metaproteomic_Study	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	DG011759_UCT2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	DG011759_UCT2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
