source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay1	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Homo sapiens	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable	not applicable	Assay2	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Homo sapiens	not applicable	not applicable	3	not applicable	not applicable	not applicable	not applicable	not applicable	Assay3	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Homo sapiens	not applicable	not applicable	4	not applicable	not applicable	not applicable	not applicable	not applicable	Assay4	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Homo sapiens	not applicable	not applicable	5	not applicable	not applicable	not applicable	not applicable	not applicable	Assay5	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Homo sapiens	not applicable	not applicable	6	not applicable	not applicable	not applicable	not applicable	not applicable	Assay6	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Homo sapiens	not applicable	not applicable	7	not applicable	not applicable	not applicable	not applicable	not applicable	Assay7	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Homo sapiens	not applicable	not applicable	8	not applicable	not applicable	not applicable	not applicable	not applicable	Assay8	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Homo sapiens	not applicable	not applicable	9	not applicable	not applicable	not applicable	not applicable	not applicable	Assay9	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples9.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Homo sapiens	not applicable	not applicable	10	not applicable	not applicable	not applicable	not applicable	not applicable	Assay10	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples10.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample11	Homo sapiens	not applicable	not applicable	11	not applicable	not applicable	not applicable	not applicable	not applicable	Assay11	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples11.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample12	Homo sapiens	not applicable	not applicable	12	not applicable	not applicable	not applicable	not applicable	not applicable	Assay12	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples12.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample13	Homo sapiens	not applicable	not applicable	13	not applicable	not applicable	not applicable	not applicable	not applicable	Assay13	proteomic profiling by mass spectrometry	1	Nsco_20170213_TiOx_Gina_samples13.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=Thermo Fisher Scientific Orbitrap Fusion Lumos	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=EThcD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
