source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
WAB20220704_TPM_Gjie_FNA_8min_S_767	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220704_TPM_Gjie_FNA_8min_S_767	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220704_TPM_Gjie_FNA_8min_S_767.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_214	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_214	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_214.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_224	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_224	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_224.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_225	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_225	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_225.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_253	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_253	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_253.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_257	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_257	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_257.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_261	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_261	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_261.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_263	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_263	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_263.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_269	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_269	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_269.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_270	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_270	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_270.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_C_276	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_C_276	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_C_276.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_243	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_243	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_243.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_287	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_287	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_287.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_292	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_292	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_292.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_296	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_296	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_296.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_476	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_476	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_476.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_479	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_479	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_479.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_730	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_730	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_730.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_731	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_731	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_731.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_739	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_739	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_739.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_742	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_742	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_742.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_743	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_743	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_743.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220705_TPM_Zhengyx_FNA_8min_S_746	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220705_TPM_Zhengyx_FNA_8min_S_746	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220705_TPM_Zhengyx_FNA_8min_S_746.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_106	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_106	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_106.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_134	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_134	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_134.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_135	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_135	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_135.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_156	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_156	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_156.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_175	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_175	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_175.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_182	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_182	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_182.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_192	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_192	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_192.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_194	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_194	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_194.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_196	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_196	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_196.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_199	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_199	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_199.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_201	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_201	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_201.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_C_203	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_C_203	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_C_203.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_J_1004	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_J_1004	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_J_1004.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_J_1005	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_J_1005	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_J_1005.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_J_1007	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_J_1007	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_J_1007.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_J_1081	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_J_1081	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_J_1081.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_J_1094	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_J_1094	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_J_1094.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220707_TPM_Zhengyx_FNA_8min_J_1142	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220707_TPM_Zhengyx_FNA_8min_J_1142	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220707_TPM_Zhengyx_FNA_8min_J_1142.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
