source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
WAB20220330_TPM_Zhengyx_FNA_J_1238	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1238	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1238.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1239	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1239	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1239.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1242	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1242	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1242.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1243	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1243	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1243.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1246	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1246	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1246.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1249	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1249	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1249.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1256	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1256	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1256.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1257	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1257	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1257.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1264	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1264	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1264.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1273	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1273	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1273.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1274	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1274	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1274.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1277	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1277	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1277.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1285	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1285	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1285.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1291	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1291	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1291.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1293	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1293	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1293.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1300	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1300	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1300.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1309	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1309	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1309.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1316	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1316	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1316.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1319	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1319	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1319.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1320	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1320	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1320.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220330_TPM_Zhengyx_FNA_J_1324	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220330_TPM_Zhengyx_FNA_J_1324	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220330_TPM_Zhengyx_FNA_J_1324.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1248	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1248	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1248.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1451	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1451	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1451.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1454	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1454	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1454.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1455	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1455	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1455.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1458	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1458	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1458.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1459	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1459	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1459.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1466	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1466	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1466.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1472	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1472	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1472.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1476	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1476	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1476.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1479	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1479	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1479.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1481	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1481	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1481.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1483	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1483	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1483.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1487	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1487	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1487.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1488	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1488	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1488.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1491	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1491	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1491.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1498	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1498	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1498.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
WAB20220331_TPM_Zhengyx_FNA_J_1500	Homo sapiens	not available	not available	tissue	1	not available	not available	not available	WAB20220331_TPM_Zhengyx_FNA_J_1500	proteomic profiling by mass spectrometry	NT=Selected reaction monitoring;AC=PRIDE:0000630	NT=label free sample;AC=MS:1002038	NT=Triple Quad 4500;AC=MS:1002592	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	1	1	WAB20220331_TPM_Zhengyx_FNA_J_1500.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation
