source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	cell	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	Fusion_210511_49.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	1	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample2	Escherichia coli	cell	not available	1	not available	Assay2	proteomic profiling by mass spectrometry	1	Fusion_210511_57.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	2	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample3	Escherichia coli	cell	not available	1	not available	Assay3	proteomic profiling by mass spectrometry	1	Fusion_210511_51.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	3	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample4	Escherichia coli	cell	not available	1	not available	Assay4	proteomic profiling by mass spectrometry	1	Fusion_210511_50.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	4	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample5	Escherichia coli	cell	not available	1	not available	Assay5	proteomic profiling by mass spectrometry	1	Fusion_210511_33.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	5	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample6	Escherichia coli	cell	not available	1	not available	Assay6	proteomic profiling by mass spectrometry	1	Fusion_210511_35.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	6	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample7	Escherichia coli	cell	not available	1	not available	Assay7	proteomic profiling by mass spectrometry	1	Fusion_210511_56.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	7	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample8	Escherichia coli	cell	not available	1	not available	Assay8	proteomic profiling by mass spectrometry	1	Fusion_210511_38.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	8	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample9	Escherichia coli	cell	not available	1	not available	Assay9	proteomic profiling by mass spectrometry	1	Fusion_210511_37.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	9	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample10	Escherichia coli	cell	not available	1	not available	Assay10	proteomic profiling by mass spectrometry	1	Fusion_210511_40.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	10	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample11	Escherichia coli	cell	not available	1	not available	Assay11	proteomic profiling by mass spectrometry	1	Fusion_210511_55.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	11	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample12	Escherichia coli	cell	not available	1	not available	Assay12	proteomic profiling by mass spectrometry	1	Fusion_210511_42.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	12	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample13	Escherichia coli	cell	not available	1	not available	Assay13	proteomic profiling by mass spectrometry	1	Fusion_210511_36.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	13	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample14	Escherichia coli	cell	not available	1	not available	Assay14	proteomic profiling by mass spectrometry	1	Fusion_210511_52.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT11plex	14	NT=collision-induced dissociation;AC=MS:1000133	5.0 ppm	0.6 Da	NT=met oxidation; NT=cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
