source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[sex]
PXD004612-female-1	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	female	C57BL/6	tissue	1	run female 1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Female_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	female
PXD004612-female-2	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	female	C57BL/6	tissue	2	run female 2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Female_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	female
PXD004612-female-3	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	female	C57BL/6	tissue	3	run female 3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Female_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	female
PXD004612-female-4	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	female	C57BL/6	tissue	4	run female 4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Female_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	female
PXD004612-male-1	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	male	C57BL/6	tissue	1	run male 1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Male_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	male
PXD004612-male-2	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	male	C57BL/6	tissue	2	run male 2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Male_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	male
PXD004612-male-3	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	male	C57BL/6	tissue	3	run male 3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Male_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	male
PXD004612-male-4	NT=Mus musculus;AC=NCBITaxon:10090	NT=tendon;AC=UBERON:0000043	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	4M	male	C57BL/6	tissue	4	run male 4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	10 ppm	0.1 Da	1	1	Male_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	male
