source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample_1	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21331	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21331.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_2	Escherichia coli	not available	not available	1	not available	Assay_20210324_HF_LZ_21452	proteomic profiling by mass spectrometry	1	20210324_HF_LZ_21452.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_3	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21332	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21332.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_4	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21334	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21334.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_5	Escherichia coli	not available	not available	1	not available	Assay_20210215_HF_LZ_21325	proteomic profiling by mass spectrometry	1	20210215_HF_LZ_21325.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_6	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21327	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21327.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_7	Escherichia coli	not available	not available	1	not available	Assay_20210324_HF_LZ_21453	proteomic profiling by mass spectrometry	1	20210324_HF_LZ_21453.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_8	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21337	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21337.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_9	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21336	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21336.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_10	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21329	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21329.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_11	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21326	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21326.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_12	Escherichia coli	not available	not available	1	not available	Assay_20210324_HF_LZ_21450	proteomic profiling by mass spectrometry	1	20210324_HF_LZ_21450.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_13	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21335	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21335.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_14	Escherichia coli	not available	not available	1	not available	Assay_20210324_HF_LZ_21451	proteomic profiling by mass spectrometry	1	20210324_HF_LZ_21451.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_15	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21328	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21328.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	15	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_16	Escherichia coli	not available	not available	1	not available	Assay_20210215_HF_LZ_21324	proteomic profiling by mass spectrometry	1	20210215_HF_LZ_21324.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	16	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_17	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21330	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21330.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	17	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_18	Escherichia coli	not available	not available	1	not available	Assay_20210216_HF_LZ_21333	proteomic profiling by mass spectrometry	1	20210216_HF_LZ_21333.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	18	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
Sample_19	Escherichia coli	not available	not available	1	not available	Assay_20210215_HF_LZ_21323	proteomic profiling by mass spectrometry	1	20210215_HF_LZ_21323.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	19	not available	not available	not available	NT=Carbamidomethyl (C);AC=UNIMOD:4;NT=Oxidation (M);AC=UNIMOD:35;NT=Acetyl (Protein N-term);AC=UNIMOD:25
