source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
WT_Treated_2	Escherichia coli	not available	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT_Treated_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
WT_Treated_1	Escherichia coli	not available	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT_Treated_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
WT_Treated_3	Escherichia coli	not available	not available	3	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT_Treated_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M6_Treated_2	Escherichia coli	not available	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M6_Treated_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M8_Treated_1	Escherichia coli	not available	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M8_Treated_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
WT_4	Escherichia coli	not available	not available	4	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M8_4	Escherichia coli	not available	not available	4	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M8_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M3_1	Escherichia coli	not available	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M3_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M3_Treated_2	Escherichia coli	not available	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M3_Treated_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M3_Treated_3	Escherichia coli	not available	not available	3	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M3_Treated_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
M8_Treated_2	Escherichia coli	not available	not available	2	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	M8_Treated_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available
