source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_BacterialCells_1	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_NAA60_Fracs-06-08_Ch2-3	proteomic profiling by mass spectrometry	1	20160722_WIB_NAA60_Fracs-06-08_Ch2-3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_2	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_Ctrl-GFP_Fracs-02-05_Ch1_160729234056	proteomic profiling by mass spectrometry	1	20160722_WIB_Ctrl-GFP_Fracs-02-05_Ch1_160729234056.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_3	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_Ctrl-GFP_Fracs-06-08_Ch1	proteomic profiling by mass spectrometry	1	20160722_WIB_Ctrl-GFP_Fracs-06-08_Ch1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_4	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_NAA60_Fracs-06-08_Ch2-2	proteomic profiling by mass spectrometry	1	20160722_WIB_NAA60_Fracs-06-08_Ch2-2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_5	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_NAA60_Fracs-09-11_Ch2-3	proteomic profiling by mass spectrometry	1	20160722_WIB_NAA60_Fracs-09-11_Ch2-3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_6	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_Ctrl-GFP_Fracs-02-05_Ch1	proteomic profiling by mass spectrometry	1	20160722_WIB_Ctrl-GFP_Fracs-02-05_Ch1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_7	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_Ctrl-GFP_Fracs-09-11_Ch1_160730084641	proteomic profiling by mass spectrometry	1	20160722_WIB_Ctrl-GFP_Fracs-09-11_Ch1_160730084641.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_8	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_NAA60_Fracs-09-11_Ch1-1	proteomic profiling by mass spectrometry	1	20160722_WIB_NAA60_Fracs-09-11_Ch1-1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_9	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_Ctrl-GFP_Fracs-09-11_Ch1	proteomic profiling by mass spectrometry	1	20160722_WIB_Ctrl-GFP_Fracs-09-11_Ch1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_BacterialCells_10	Escherichia coli	NT=cell	not available	1	not available	20160722_WIB_NAA60_Fracs-02-05_Ch2-3	proteomic profiling by mass spectrometry	1	20160722_WIB_NAA60_Fracs-02-05_Ch2-3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=ltq orbitrap;AC=MS:1000449	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.7 Da	not available	NT=ms-proteomics;VV=v1.1.0
