source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	factor value[genotype]
UBR5WT_1	homo sapiens	kidney	1	normal	cell line	Proteasome Inhibitor MG-132	not available	female	HEK293	CVCL_0045	HEK293	Dulbecco's Modified Eagle Medium	20180110_UBR5WT_1.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009803/20180110_UBR5WT_1.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=GG;AC=UNIMOD:121;MT=variable;TA=K;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term;PP=Protein N-term	orbitrap	wild-type UBR5
UBR5WT_2	homo sapiens	kidney	2	normal	cell line	Proteasome Inhibitor MG-132	not available	female	HEK293	CVCL_0045	HEK293	Dulbecco's Modified Eagle Medium	20180110_UBR5WT_2.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009803/20180110_UBR5WT_2.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=GG;AC=UNIMOD:121;MT=variable;TA=K;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term;PP=Protein N-term	orbitrap	wild-type UBR5
UBR5WT_3	homo sapiens	kidney	3	normal	cell line	Proteasome Inhibitor MG-132	not available	female	HEK293	CVCL_0045	HEK293	Dulbecco's Modified Eagle Medium	20180110_UBR5WT_3.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009803/20180110_UBR5WT_3.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=GG;AC=UNIMOD:121;MT=variable;TA=K;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term;PP=Protein N-term	orbitrap	wild-type UBR5
UBR5dead_1	homo sapiens	kidney	1	normal	cell line	Proteasome Inhibitor MG-132	not available	female	HEK293	CVCL_0045	HEK293	Dulbecco's Modified Eagle Medium	20180110_UBR5dead_1.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009803/20180110_UBR5dead_1.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=GG;AC=UNIMOD:121;MT=variable;TA=K;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term;PP=Protein N-term	orbitrap	catalytic inactive UBR5
UBR5dead_2	homo sapiens	kidney	2	normal	cell line	Proteasome Inhibitor MG-132	not available	female	HEK293	CVCL_0045	HEK293	Dulbecco's Modified Eagle Medium	20180110_UBR5dead_2.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009803/20180110_UBR5dead_2.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	dithiothreitol	iodoacetamide	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	NT=GG;AC=UNIMOD:121;MT=variable;TA=K;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=variable;TA=Protein N-term;PP=Protein N-term	orbitrap	catalytic inactive UBR5
