source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ACE_0565_MF08	Arabidopsis thaliana	not available	1	ACE_0565_MF08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF01	Arabidopsis thaliana	not available	1	ACE_0565_MF01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF07	Arabidopsis thaliana	not available	1	ACE_0565_MF07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF03	Arabidopsis thaliana	not available	1	ACE_0565_MF03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF13	Arabidopsis thaliana	not available	1	ACE_0565_MF13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF12	Arabidopsis thaliana	not available	1	ACE_0565_MF12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF04	Arabidopsis thaliana	not available	1	ACE_0565_MF04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF11	Arabidopsis thaliana	not available	1	ACE_0565_MF11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF14	Arabidopsis thaliana	not available	1	ACE_0565_MF14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF02	Arabidopsis thaliana	not available	1	ACE_0565_MF02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF06	Arabidopsis thaliana	not available	1	ACE_0565_MF06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF09	Arabidopsis thaliana	not available	1	ACE_0565_MF09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF10	Arabidopsis thaliana	not available	1	ACE_0565_MF10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF05	Arabidopsis thaliana	not available	1	ACE_0565_MF05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
ACE_0565_MF15	Arabidopsis thaliana	not available	1	ACE_0565_MF15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	ACE_0565_MF15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
