source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_1	Escherichia coli	not available	not available	1	not available	Ecoli_1	proteomic profiling by mass spectrometry	1	2020_08_20_Ciara_CDSM_Glu_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_2	Escherichia coli	not available	not available	1	not available	Ecoli_2	proteomic profiling by mass spectrometry	2	2020_08_20_Ciara_CDSM_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_3	Escherichia coli	not available	not available	1	not available	Ecoli_3	proteomic profiling by mass spectrometry	3	2020_08_20_Ciara_CDSM_Glu_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_4	Escherichia coli	not available	not available	1	not available	Ecoli_4	proteomic profiling by mass spectrometry	4	2020_08_20_Ciara_CDSM_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_5	Escherichia coli	not available	not available	1	not available	Ecoli_5	proteomic profiling by mass spectrometry	5	2020_08_20_Ciara_M9_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_6	Escherichia coli	not available	not available	1	not available	Ecoli_6	proteomic profiling by mass spectrometry	6	2020_08_20_Ciara_M9_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_7	Escherichia coli	not available	not available	1	not available	Ecoli_7	proteomic profiling by mass spectrometry	7	2020_08_20_Ciara_CDSM_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_8	Escherichia coli	not available	not available	1	not available	Ecoli_8	proteomic profiling by mass spectrometry	8	2020_08_20_Ciara_CDSM_Gly_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_9	Escherichia coli	not available	not available	1	not available	Ecoli_9	proteomic profiling by mass spectrometry	9	2020_08_20_Ciara_LB_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_10	Escherichia coli	not available	not available	1	not available	Ecoli_10	proteomic profiling by mass spectrometry	10	2020_08_20_Ciara_CDSM_Gly_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_11	Escherichia coli	not available	not available	1	not available	Ecoli_11	proteomic profiling by mass spectrometry	11	2020_08_20_Ciara_LB_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_12	Escherichia coli	not available	not available	1	not available	Ecoli_12	proteomic profiling by mass spectrometry	12	2020_08_20_Ciara_CDSM_Glu_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_13	Escherichia coli	not available	not available	1	not available	Ecoli_13	proteomic profiling by mass spectrometry	13	2020_08_20_Ciara_M9_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_14	Escherichia coli	not available	not available	1	not available	Ecoli_14	proteomic profiling by mass spectrometry	14	2020_08_20_Ciara_CDSM_Gly_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Ecoli_15	Escherichia coli	not available	not available	1	not available	Ecoli_15	proteomic profiling by mass spectrometry	15	2020_08_20_Ciara_LB_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=timstof pro;AC=MS:1003005	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	15	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
