source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
EVA_BK	EVA_BK	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	EVA_BK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EVA_BK.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
EVA_BK_peptides.pep.xml	EVA_BK_peptides.pep.xml	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	EVA_BK_peptides.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EVA_BK_peptides.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
EVA_C	EVA_C	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	EVA_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EVA_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
EVA_C_peptides.pep.xml	EVA_C_peptides.pep.xml	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	EVA_C_peptides.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EVA_C_peptides.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
EVA_M16747	EVA_M16747	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	EVA_M16747	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EVA_M16747.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
EVA_M16747_peptides.pep.xml	EVA_M16747_peptides.pep.xml	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	EVA_M16747_peptides.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	EVA_M16747_peptides.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
Washblank_pre_EVA_BK	Washblank_pre_EVA_BK	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	Washblank_pre_EVA_BK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Washblank_pre_EVA_BK.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
Washblank_pre_EVA_BK_peptides.pep.xml	Washblank_pre_EVA_BK_peptides.pep.xml	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	Washblank_pre_EVA_BK_peptides.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Washblank_pre_EVA_BK_peptides.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
Washblank_pre_EVA_C	Washblank_pre_EVA_C	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	Washblank_pre_EVA_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Washblank_pre_EVA_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
Washblank_pre_EVA_C_peptides.pep.xml	Washblank_pre_EVA_C_peptides.pep.xml	Homo sapiens	Skin	not applicable	not available	Non-destructive_Palaeoproteomics_Of_Mummified_Human_Skin	Skin	Skin	not available	not available	not available	not available	1	Washblank_pre_EVA_C_peptides.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Washblank_pre_EVA_C_peptides.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Skin
