source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
120910_DML15B_16	Mus musculus	heart	not applicable	not available	16	120910_DML15B_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120625_DML11_11	Mus musculus	heart	not applicable	not available	11	120625_DML11_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120625_DML11_11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120625_DML11_11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_17	Mus musculus	heart	not applicable	not available	17	120808_DML11_IEF_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_17.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_17.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120813_DML12_IEF_23	Mus musculus	heart	not applicable	not available	23	120813_DML12_IEF_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120813_DML12_IEF_23.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120813_DML12_IEF_23.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_41	Mus musculus	heart	not applicable	not available	41	120910_DML15B_41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_41.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_41.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
110907_DML2_2	Mus musculus	heart	not applicable	not available	2	110907_DML2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	110907_DML2_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/110907_DML2_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_2	Mus musculus	heart	not applicable	not available	2	120830_DML14B_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_21	Mus musculus	heart	not applicable	not available	21	120910_DML15B_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_21.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_57	Mus musculus	heart	not applicable	not available	57	120830_DML14B_57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_57.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_57.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_19	Mus musculus	heart	not applicable	not available	19	111115_DML8_2_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_19.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_8	Mus musculus	heart	not applicable	not available	8	120808_DML11_IEF_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
110907_DML2_6	Mus musculus	heart	not applicable	not available	6	110907_DML2_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	110907_DML2_6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/110907_DML2_6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_44	Mus musculus	heart	not applicable	not available	44	120910_DML15B_44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_44.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_44.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_34	Mus musculus	heart	not applicable	not available	34	120830_DML14B_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_34.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_34.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_28	Mus musculus	heart	not applicable	not available	28	111115_DML8_2_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_28.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_28.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120625_DML11_4	Mus musculus	heart	not applicable	not available	4	120625_DML11_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120625_DML11_4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120625_DML11_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_8	Mus musculus	heart	not applicable	not available	8	120725_DML12_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_15	Mus musculus	heart	not applicable	not available	15	111115_DML8_2_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_15.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_15.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_3	Mus musculus	heart	not applicable	not available	3	111115_DML8_2_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_6	Mus musculus	heart	not applicable	not available	6	120808_DML11_IEF_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_19	Mus musculus	heart	not applicable	not available	19	120910_DML15B_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_19.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_25	Mus musculus	heart	not applicable	not available	25	120725_DML12_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_21	Mus musculus	heart	not applicable	not available	21	120808_DML11_IEF_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_21.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120813_DML12_IEF_11	Mus musculus	heart	not applicable	not available	11	120813_DML12_IEF_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120813_DML12_IEF_11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120813_DML12_IEF_11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_23	Mus musculus	heart	not applicable	not available	23	120725_DML12_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_23.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_23.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_31	Mus musculus	heart	not applicable	not available	31	120910_DML15B_31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_31.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_31.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_53	Mus musculus	heart	not applicable	not available	53	120830_DML14B_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_53.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_53.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120725_DML12_2	Mus musculus	heart	not applicable	not available	2	120725_DML12_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120725_DML12_2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120725_DML12_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_29	Mus musculus	heart	not applicable	not available	29	120910_DML15B_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_29.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_29.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_60	Mus musculus	heart	not applicable	not available	60	120830_DML14B_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_60.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_60.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_46_120905203118	Mus musculus	heart	not applicable	not available	1	120830_DML14B_46_120905203118	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_46_120905203118.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_46_120905203118.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120808_DML11_IEF_14	Mus musculus	heart	not applicable	not available	14	120808_DML11_IEF_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120808_DML11_IEF_14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120808_DML11_IEF_14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_8_111129122320	Mus musculus	heart	not applicable	not available	1	111115_DML8_2_8_111129122320	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_8_111129122320.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_8_111129122320.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
110907_DML2_25	Mus musculus	heart	not applicable	not available	25	110907_DML2_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	110907_DML2_25.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/110907_DML2_25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120910_DML15B_48	Mus musculus	heart	not applicable	not available	48	120910_DML15B_48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120910_DML15B_48.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120910_DML15B_48.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
120830_DML14B_4	Mus musculus	heart	not applicable	not available	4	120830_DML14B_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120830_DML14B_4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/120830_DML14B_4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
111115_DML8_2_36	Mus musculus	heart	not applicable	not available	36	111115_DML8_2_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111115_DML8_2_36.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/111115_DML8_2_36.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
110907_DML2_7	Mus musculus	heart	not applicable	not available	7	110907_DML2_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	110907_DML2_7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000268/110907_DML2_7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	heart
