source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
130926miao_03_Bacillus_MCF_HAM_1	Bacillus subtilis	Cell culture	1	130926miao_03_Bacillus_MCF_HAM_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130926miao_03_Bacillus_MCF_HAM_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130804miao_11_Bacillus_HAM_1_1	Bacillus subtilis	Cell culture	1	130804miao_11_Bacillus_HAM_1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130804miao_11_Bacillus_HAM_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130821miao_14_Bacillus_old_1	Bacillus subtilis	Cell culture	1	130821miao_14_Bacillus_old_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130821miao_14_Bacillus_old_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130821miao_11_Bacillus_1_1	Bacillus subtilis	Cell culture	1	130821miao_11_Bacillus_1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130821miao_11_Bacillus_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130804miao_13_Bacillus_HAM_2_1_2	Bacillus subtilis	Cell culture	1	130804miao_13_Bacillus_HAM_2_1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130804miao_13_Bacillus_HAM_2_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130821miao_12_BAcillus_2_1_1	Bacillus subtilis	Cell culture	1	130821miao_12_BAcillus_2_1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130821miao_12_BAcillus_2_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130804miao_12_Bacillus_HAM_2_1_1	Bacillus subtilis	Cell culture	1	130804miao_12_Bacillus_HAM_2_1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130804miao_12_Bacillus_HAM_2_1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130926miao_04_Bacillus_MCF_HAM_2	Bacillus subtilis	Cell culture	1	130926miao_04_Bacillus_MCF_HAM_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130926miao_04_Bacillus_MCF_HAM_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130926miao_11_Bacillus_FASP_HAM_1	Bacillus subtilis	Cell culture	1	130926miao_11_Bacillus_FASP_HAM_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130926miao_11_Bacillus_FASP_HAM_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130821miao_13_Bacillus_2_1_2	Bacillus subtilis	Cell culture	1	130821miao_13_Bacillus_2_1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130821miao_13_Bacillus_2_1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
130926miao_12_Bacillus_FASP_HAM_2	Bacillus subtilis	Cell culture	1	130926miao_12_Bacillus_FASP_HAM_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	130926miao_12_Bacillus_FASP_HAM_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
