source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
VLS10062-2	Zea mays	Leaf	1	VLS10062-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10062-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10058-1	Zea mays	Leaf	1	VLS10058-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10058-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10064-1	Zea mays	Leaf	1	VLS10064-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10064-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10062-1	Zea mays	Leaf	1	VLS10062-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10062-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10059-2	Zea mays	Leaf	1	VLS10059-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10059-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10061-1	Zea mays	Leaf	1	VLS10061-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10061-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10063-2	Zea mays	Leaf	1	VLS10063-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10063-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10058-2	Zea mays	Leaf	1	VLS10058-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10058-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10059-1	Zea mays	Leaf	1	VLS10059-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10059-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10063-1	Zea mays	Leaf	1	VLS10063-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10063-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10060-2	Zea mays	Leaf	1	VLS10060-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10060-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10064-2	Zea mays	Leaf	1	VLS10064-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10064-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10057-2	Zea mays	Leaf	1	VLS10057-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10057-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10061-2	Zea mays	Leaf	1	VLS10061-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10061-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
VLS10060-1	Zea mays	Leaf	1	VLS10060-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	1	1	VLS10060-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
