source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20191003_HFX_YX_ZhongH_C66AC69A_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_C66AC69A_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_C66AC69A_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_C82AH88A_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_C82AH88A_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_C82AH88A_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_W303_dBL36m_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_W303_dBL36m_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_W303_dBL36m_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_aW303_WT_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_aW303_WT_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_aW303_WT_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_dBL36C66A_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_dBL36C66A_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_dBL36C66A_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_dBL36C69A_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_dBL36C69A_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_dBL36C69A_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_dBL36C82A_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_dBL36C82A_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_dBL36C82A_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_dBL36H88A_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_dBL36H88A_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_dBL36H88A_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191003_HFX_YX_ZhongH_dBL36mWT_5	Saccharomyces cerevisiae	not available	not available	1	20191003_HFX_YX_ZhongH_dBL36mWT_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191003_HFX_YX_ZhongH_dBL36mWT_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20211027_Ex480_CDS_ZhongH_C66AC69A_3	Saccharomyces cerevisiae	not available	not available	1	20211027_Ex480_CDS_ZhongH_C66AC69A_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20211027_Ex480_CDS_ZhongH_C66AC69A_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
