source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Cas9CBX1_840ug_eUV_RneasyMinelute2vol_HF_HCD_60mG_1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	1	Cas9CBX1_840ug_eUV_RneasyMinelute2vol_HF_HCD_60mG_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
GlobalRBS_TETE_HF_150x3_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	1	GlobalRBS_TETE_HF_150x3_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Cas9CBX1_840ug_eUV_RneasyMinelute2vol_HF_HCD_60mG_2	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	2	Cas9CBX1_840ug_eUV_RneasyMinelute2vol_HF_HCD_60mG_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HF_QC1ug_NAQ448_J100_190813_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	2	HF_QC1ug_NAQ448_J100_190813_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
GlobalRBS_TETE_HF_150x3_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	2	GlobalRBS_TETE_HF_150x3_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HF_QC1ug_NAQ448_J100_190813_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	1	HF_QC1ug_NAQ448_J100_190813_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
GlobalRBS_dTTE_HF_150x10_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	1	GlobalRBS_dTTE_HF_150x10_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HF_QC1ug_NAQ448_J100_190813_3	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	3	HF_QC1ug_NAQ448_J100_190813_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
TDW_QC1ug_NAQ448_J100_190813_1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	1	TDW_QC1ug_NAQ448_J100_190813_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
TDW_QC1ug_NAQ448_J100_190813_2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	RBS-ID	proteomic profiling by mass spectrometry	2	TDW_QC1ug_NAQ448_J100_190813_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=HCD	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
