source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
C_1	Brachypodium distachyon	Leaf	not applicable	Disease free	phosphopeptide enrichment (TiO2)	1	C_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	2.0 Da	0.5 Da	37% NCE	strong cation exchange chromatography	dithiothreitol	iodoacetamide	1	1	C_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000868/C_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
C_2	Brachypodium distachyon	Leaf	not applicable	Disease free	phosphopeptide enrichment (TiO2)	2	C_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	2.0 Da	0.5 Da	37% NCE	strong cation exchange chromatography	dithiothreitol	iodoacetamide	1	1	C_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000868/C_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
C_3	Brachypodium distachyon	Leaf	not applicable	Disease free	phosphopeptide enrichment (TiO2)	3	C_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	2.0 Da	0.5 Da	37% NCE	strong cation exchange chromatography	dithiothreitol	iodoacetamide	1	1	C_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000868/C_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
