source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[project name]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host subject id]	characteristics[host body site]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[host subject id]
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate1_F1	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	HM541_160903_Replicate1_F1.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate1_F2	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	2	1	HM541_160903_Replicate1_F2.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate1_F3	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	3	1	HM541_160903_Replicate1_F3.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate1_F4	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4	1	HM541_160903_Replicate1_F4.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate1_F5	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	5	1	HM541_160903_Replicate1_F5.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate2_F1	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	HM541_160903_Replicate2_F1.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate2_F2	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	2	2	HM541_160903_Replicate2_F2.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate2_F3	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	3	2	HM541_160903_Replicate2_F3.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate2_F4	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4	2	HM541_160903_Replicate2_F4.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate2_F5	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	5	2	HM541_160903_Replicate2_F5.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate3_F1	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	HM541_160903_Replicate3_F1.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate3_F2	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	2	3	HM541_160903_Replicate3_F2.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
HM541	HM541	human gut metagenome	feces	Deep_Gut_Metaproteomics	fecal material	Canada	human gut microbiome	Homo sapiens	HM541	feces	1	HM541_160903_Replicate3_F3	proteomic profiling by mass spectrometry	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	3	3	HM541_160903_Replicate3_F3.raw	v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	NT=ms-proteomics;VV=v1.1.0	manual curation	HM541
