source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
150804_LS001_MSe.raw.zip	150804_LS001_MSe.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_LS001_MSe.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_LS001_MSe.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML001_Spot11_Mse.raw.zip	150804_ML001_Spot11_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML001_Spot11_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML001_Spot11_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML002_Spot12_Mse.raw.zip	150804_ML002_Spot12_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML002_Spot12_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML002_Spot12_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML003_Spot4_Mse.raw.zip	150804_ML003_Spot4_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML003_Spot4_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML003_Spot4_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML004_Spot5_Mse.raw.zip	150804_ML004_Spot5_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML004_Spot5_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML004_Spot5_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML005_Spot3_Mse.raw.zip	150804_ML005_Spot3_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML005_Spot3_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML005_Spot3_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML006_Spot1_Mse.raw.zip	150804_ML006_Spot1_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML006_Spot1_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML006_Spot1_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML007_Spot14_Mse.raw.zip	150804_ML007_Spot14_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML007_Spot14_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML007_Spot14_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML008_Spot2_Mse.raw.zip	150804_ML008_Spot2_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML008_Spot2_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML008_Spot2_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
150804_ML009_Spot6_Mse.raw.zip	150804_ML009_Spot6_Mse.raw.zip	Soil metagenome	not available	not applicable	not available	Lipases_from_Metagenomic_Sources	not available	not available	not available	not available	not available	not available	1	150804_ML009_Spot6_Mse.raw.zip	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Synapt MS;AC=MS:1001782	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	150804_ML009_Spot6_Mse.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
