source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[cell type]	material type	assay name	technology type	comment[data file]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[label]	factor value[cell type]
C2C12 Myoblasts	Mus musculus	skeletal muscle	1	myoblast	cell	run 1	proteomic profiling by mass spectrometry	MB-1.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	NT=Acetylation;PP=Protein N-term;MT=Variable;AC=Unimod:1	NT=Deamidated;TA=N,Q;MT=Variable;AC=Unimod:7	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	label-free quantification	myoblast
C2C12 Myoblasts	Mus musculus	skeletal muscle	2	myoblast	cell	run 2	proteomic profiling by mass spectrometry	MB-2.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	NT=Acetylation;PP=Protein N-term;MT=Variable;AC=Unimod:1	NT=Deamidated;TA=N,Q;MT=Variable;AC=Unimod:7	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	label-free quantification	myoblast
C2C12 Myoblasts	Mus musculus	skeletal muscle	3	myoblast	cell	run 3	proteomic profiling by mass spectrometry	MB-3.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	NT=Acetylation;PP=Protein N-term;MT=Variable;AC=Unimod:1	NT=Deamidated;TA=N,Q;MT=Variable;AC=Unimod:7	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	label-free quantification	myoblast
C2C12 Myotubes	Mus musculus	skeletal muscle	1	myotube	cell	run 4	proteomic profiling by mass spectrometry	MT-1.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	NT=Acetylation;PP=Protein N-term;MT=Variable;AC=Unimod:1	NT=Deamidated;TA=N,Q;MT=Variable;AC=Unimod:7	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	label-free quantification	myotube
C2C12 Myotubes	Mus musculus	skeletal muscle	2	myotube	cell	run 5	proteomic profiling by mass spectrometry	MT-2.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	NT=Acetylation;PP=Protein N-term;MT=Variable;AC=Unimod:1	NT=Deamidated;TA=N,Q;MT=Variable;AC=Unimod:7	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	label-free quantification	myotube
C2C12 Myotubes	Mus musculus	skeletal muscle	3	myotube	cell	run 6	proteomic profiling by mass spectrometry	MT-3.RAW	NT=LTQ Orbitrap;AC=MS:1000449	1	1	NT=Collision-induced dissociation;AC=MS:1000133	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=Unimod:4	NT=Oxidation;TA=M;MT=Variable;AC=Unimod:35	NT=Acetylation;PP=Protein N-term;MT=Variable;AC=Unimod:1	NT=Deamidated;TA=N,Q;MT=Variable;AC=Unimod:7	AC=MS:1001251;NT=Trypsin	NT=data-dependent acquisition;AC=PRIDE:0000627	label-free quantification	myotube
