source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ZD057LQ_C3	Echinococcus granulosus	Not available	1	ZD057LQ_C3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_B2	Echinococcus granulosus	Not available	1	ZD057LQ_B2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_B2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_WT2	Echinococcus granulosus	Not available	1	ZD057LQ_WT2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_WT2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_A2	Echinococcus granulosus	Not available	1	ZD057LQ_A2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_A2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_A1	Echinococcus granulosus	Not available	1	ZD057LQ_A1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_A1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_WT1	Echinococcus granulosus	Not available	1	ZD057LQ_WT1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_WT1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_B1	Echinococcus granulosus	Not available	1	ZD057LQ_B1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_B1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_B3	Echinococcus granulosus	Not available	1	ZD057LQ_B3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_B3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_C2	Echinococcus granulosus	Not available	1	ZD057LQ_C2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_A3	Echinococcus granulosus	Not available	1	ZD057LQ_A3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_A3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_WT3	Echinococcus granulosus	Not available	1	ZD057LQ_WT3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_WT3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
ZD057LQ_C1	Echinococcus granulosus	Not available	1	ZD057LQ_C1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ FT;AC=MS:1000483	NT=Trypsin;AC=MS:1001251	1	1	ZD057LQ_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Not available
