source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
180104_NAH_trichoIMS101_diel_10_use.mzid_180104_NAH_trichoIMS101_diel_10_use	180104_NAH_trichoIMS101_diel_10_use.mzid_180104_NAH_trichoIMS101_diel_10_use	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_10_use.mzid_180104_NAH_trichoIMS101_diel_10_use	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_10_use.mzid_180104_NAH_trichoIMS101_diel_10_use.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_10_use	180104_NAH_trichoIMS101_diel_10_use	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_10_use	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_10_use.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_11.mzid_180104_NAH_trichoIMS101_diel_11	180104_NAH_trichoIMS101_diel_11.mzid_180104_NAH_trichoIMS101_diel_11	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_11.mzid_180104_NAH_trichoIMS101_diel_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_11.mzid_180104_NAH_trichoIMS101_diel_11.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_11	180104_NAH_trichoIMS101_diel_11	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_12.mzid_180104_NAH_trichoIMS101_diel_12	180104_NAH_trichoIMS101_diel_12.mzid_180104_NAH_trichoIMS101_diel_12	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_12.mzid_180104_NAH_trichoIMS101_diel_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_12.mzid_180104_NAH_trichoIMS101_diel_12.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_12	180104_NAH_trichoIMS101_diel_12	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_13B.mzid_180104_NAH_trichoIMS101_diel_13B	180104_NAH_trichoIMS101_diel_13B.mzid_180104_NAH_trichoIMS101_diel_13B	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_13B.mzid_180104_NAH_trichoIMS101_diel_13B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_13B.mzid_180104_NAH_trichoIMS101_diel_13B.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_13B	180104_NAH_trichoIMS101_diel_13B	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_13B	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_13B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_14.mzid_180104_NAH_trichoIMS101_diel_14	180104_NAH_trichoIMS101_diel_14.mzid_180104_NAH_trichoIMS101_diel_14	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_14.mzid_180104_NAH_trichoIMS101_diel_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_14.mzid_180104_NAH_trichoIMS101_diel_14.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_14	180104_NAH_trichoIMS101_diel_14	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_1_use.mzid_180104_NAH_trichoIMS101_diel_1_use	180104_NAH_trichoIMS101_diel_1_use.mzid_180104_NAH_trichoIMS101_diel_1_use	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_1_use.mzid_180104_NAH_trichoIMS101_diel_1_use	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_1_use.mzid_180104_NAH_trichoIMS101_diel_1_use.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_1_use	180104_NAH_trichoIMS101_diel_1_use	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_1_use	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_1_use.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_2.mzid_180104_NAH_trichoIMS101_diel_2	180104_NAH_trichoIMS101_diel_2.mzid_180104_NAH_trichoIMS101_diel_2	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_2.mzid_180104_NAH_trichoIMS101_diel_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_2.mzid_180104_NAH_trichoIMS101_diel_2.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
180104_NAH_trichoIMS101_diel_2	180104_NAH_trichoIMS101_diel_2	Trichodesmium erythraeum ims101	sea water	not applicable	not available	Trichodesmium_erythraeum_sp._IMS101_Diel_proteomes	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	180104_NAH_trichoIMS101_diel_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	not available	1	1	180104_NAH_trichoIMS101_diel_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
