source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
12C_0_PEAK	12C_0_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_0_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_0_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_0_RAW	12C_0_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_0_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_0_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_2_PEAK	12C_2_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_2_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_2_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_2_RAW	12C_2_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_2_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_2_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_4_PEAK	12C_4_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_4_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_4_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_4_RAW	12C_4_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_4_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_4_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_6_PEAK	12C_6_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_6_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_6_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_6_RAW	12C_6_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_6_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_6_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_8_PEAK	12C_8_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_8_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_8_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_8_RAW	12C_8_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_8_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_8_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_9_PEAK	12C_9_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_9_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_9_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
12C_9_RAW	12C_9_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	12C_9_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	12C_9_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_0_PEAK	13C_0_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_0_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_0_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_0_RAW	13C_0_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_0_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_0_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_2_PEAK	13C_2_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_2_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_2_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_2_RAW	13C_2_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_2_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_2_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_4_PEAK	13C_4_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_4_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_4_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_4_RAW	13C_4_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_4_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_4_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_6_PEAK	13C_6_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_6_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_6_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_6_RAW	13C_6_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_6_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_6_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_8_PEAK	13C_8_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_8_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_8_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_8_RAW	13C_8_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_8_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_8_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_9_PEAK	13C_9_PEAK	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_9_PEAK	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_9_PEAK.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
13C_9_RAW	13C_9_RAW	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	13C_9_RAW	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	13C_9_RAW.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
C12_0_JSP_IKEBA_JLN_20210218204243.idXML	C12_0_JSP_IKEBA_JLN_20210218204243.idXML	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	C12_0_JSP_IKEBA_JLN_20210218204243.idXML	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	C12_0_JSP_IKEBA_JLN_20210218204243.idXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
C12_2_JSP_IKEBA_JLN_20210218220200.idXML	C12_2_JSP_IKEBA_JLN_20210218220200.idXML	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	C12_2_JSP_IKEBA_JLN_20210218220200.idXML	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	C12_2_JSP_IKEBA_JLN_20210218220200.idXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
C12_4_JSP_IKEBA_JLN_20210218152544.idXML	C12_4_JSP_IKEBA_JLN_20210218152544.idXML	Anaerobic digester metagenome	not available	not applicable	not available	Protein-SIP_of_cellulose-fed_reactors	not available	not available	not available	not available	not available	not available	1	C12_4_JSP_IKEBA_JLN_20210218152544.idXML	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	not applicable	not available	1	1	C12_4_JSP_IKEBA_JLN_20210218152544.idXML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
