source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s10_30p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s10_30p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s10_30p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s11_20p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s11_20p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s11_20p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s12_25p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s12_25p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s12_25p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s1_30p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s1_30p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s1_30p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s2_20p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s2_20p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s2_20p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s3_25p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s3_25p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s3_25p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s4_30p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s4_30p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s4_30p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s5_30p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s5_30p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s5_30p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s6_25p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s6_25p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s6_25p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s7_15p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s7_15p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s7_15p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s8_15p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s8_15p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s8_15p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s9_25p	Candidozyma auris	cell culture	not available	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s9_25p	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20210921_E1_LC8_Mazumdar_Kuchler_MPL_FASP_s9_25p.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	cell culture
