source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Hacisuleyman_dep_pan_minus_3_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_pan_minus_3_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_pan_minus_3_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_pan_plus_1_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_pan_plus_1_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_pan_plus_1_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_rest_psd_minus_2_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_rest_psd_minus_2_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_rest_psd_minus_2_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_pan_plus_2_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_pan_plus_2_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_pan_plus_2_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_pan_plus_4_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_pan_plus_4_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_pan_plus_4_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_pan_plus_3_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_pan_plus_3_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_pan_plus_3_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_pan_plus_5_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_pan_plus_5_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_pan_plus_5_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_psd_plus_1_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_psd_plus_1_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_psd_plus_1_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_dep_psd_plus_2_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_dep_psd_plus_2_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_dep_psd_plus_2_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
Hacisuleyman_rest_psd_minus_1_a	Mus musculus	Cerebral cortex neuron	not available	not available	1	Hacisuleyman_rest_psd_minus_1_a	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Hacisuleyman_rest_psd_minus_1_a.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Cerebral cortex neuron
