source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
SH_MetOxInc_Bkgrd_100m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_Bkgrd_100m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_Bkgrd_100m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_Bkgrd_100m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_Bkgrd_150m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_Bkgrd_150m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_Bkgrd_150m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_Bkgrd_150m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_C12_100m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_C12_100m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_C12_100m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_C12_100m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_C12_150m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_C12_150m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_C12_150m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_C12_150m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_C12N15_100m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_C12N15_100m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_C12N15_100m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_C12N15_100m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_C12N15_150m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_C12N15_150m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_C12N15_150m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_C12N15_150m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_C13N15_100m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_C13N15_100m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_C13N15_100m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_C13N15_100m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_C13N15_150m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_C13N15_150m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_C13N15_150m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_C13N15_150m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_Ctrl_100m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_Ctrl_100m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_Ctrl_100m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_Ctrl_100m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_MetOxInc_Ctrl_150m_19Feb16_Arwen_16-01-01.pride	SH_MetOxInc_Ctrl_150m_19Feb16_Arwen_16-01-01.pride	metagenome	not available	not applicable	not available	Community-level_interactions_support_CH4_oxidation_in_the_Saanich_Inlet_O2-deficient_water_column	not available	not available	not available	not available	not available	not available	1	SH_MetOxInc_Ctrl_150m_19Feb16_Arwen_16-01-01.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	1	1	SH_MetOxInc_Ctrl_150m_19Feb16_Arwen_16-01-01.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
