source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
BioID_only_1	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2 only	1	Maucuer_BioID_01_210222_Slot2-10_1_5738	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_BioID_01_210222_Slot2-10_1_5738.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2 only
BioID_only_2	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2 only	2	Maucuer_BioID_02_210222_Slot2-11_1_5739	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_BioID_02_210222_Slot2-11_1_5739.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2 only
BioID_only_3	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2 only	3	Maucuer_BioID_03_210222_Slot2-12_1_5740	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_BioID_03_210222_Slot2-12_1_5740.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2 only
U2AF2_WT_1	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2-U2AF2 WT	1	Maucuer_WT_01_210222_Slot2-16_1_5748	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_WT_01_210222_Slot2-16_1_5748.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2-U2AF2 WT
U2AF2_WT_2	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2-U2AF2 WT	2	Maucuer_WT_02_210222_Slot2-17_1_5749	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_WT_02_210222_Slot2-17_1_5749.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2-U2AF2 WT
U2AF2_WT_3	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2-U2AF2 WT	3	Maucuer_WT_03_210222_Slot2-18_1_5750	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_WT_03_210222_Slot2-18_1_5750.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2-U2AF2 WT
U2AF2_dRS_1	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2-U2AF2 dRS	1	Maucuer_dRS_01_210222_Slot2-13_1_5743	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_dRS_01_210222_Slot2-13_1_5743.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2-U2AF2 dRS
U2AF2_dRS_2	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2-U2AF2 dRS	2	Maucuer_dRS_02_210222_Slot2-14_1_5744	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_dRS_02_210222_Slot2-14_1_5744.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2-U2AF2 dRS
U2AF2_dRS_3	Homo sapiens	kidney	not available	HEK293	CVCL_0045	HEK293	normal	cell	fetus	not available	female	not available	BioID2-U2AF2 dRS	3	Maucuer_dRS_03_210222_Slot2-15_1_5745	proteomic profiling by mass spectrometry	NT=timsTOF Pro 2;AC=MS:1003230	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Biotin;AC=UNIMOD:3;TA=K;MT=Variable	NT=Biotin;AC=UNIMOD:3;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=collision-induced dissociation;AC=MS:1000133	15 ppm	0.05 Da	1	1	Maucuer_dRS_03_210222_Slot2-15_1_5745.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	BioID2-U2AF2 dRS
