source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay1	proteomic profiling by mass spectrometry	1	ELITE-RSLC005871.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample2	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay2	proteomic profiling by mass spectrometry	2	ELITE-RSLC006516.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample3	Homo sapiens	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	Assay3	proteomic profiling by mass spectrometry	3	ELITE-RSLC005920.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample4	Homo sapiens	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable	not applicable	Assay4	proteomic profiling by mass spectrometry	1	ELITE-RSLC006503.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample5	Homo sapiens	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable	not applicable	Assay5	proteomic profiling by mass spectrometry	2	ELITE-RSLC006514.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample6	Homo sapiens	not applicable	not applicable	2	not applicable	not applicable	not applicable	not applicable	not applicable	Assay6	proteomic profiling by mass spectrometry	3	ELITE-RSLC005755.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample7	Homo sapiens	not applicable	not applicable	3	not applicable	not applicable	not applicable	not applicable	not applicable	Assay7	proteomic profiling by mass spectrometry	1	ELITE-RSLC005870.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample8	Homo sapiens	not applicable	not applicable	3	not applicable	not applicable	not applicable	not applicable	not applicable	Assay8	proteomic profiling by mass spectrometry	2	ELITE-RSLC005892.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample9	Homo sapiens	not applicable	not applicable	3	not applicable	not applicable	not applicable	not applicable	not applicable	Assay9	proteomic profiling by mass spectrometry	3	ELITE-RSLC005880.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Sample10	Homo sapiens	not applicable	not applicable	4	not applicable	not applicable	not applicable	not applicable	not applicable	Assay10	proteomic profiling by mass spectrometry	1	ELITE-RSLC006490.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	10 ppm	0.5 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
