source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
MS2_1	Escherichia phage ms2	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	250404_TMT_MS2_2_Col236_DDA_CA150trap_V2to18_2to33m_4to8to30B_40min.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
MS2_2	Escherichia phage ms2	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	2	250404_TMT_MS2_1_Col236_DDA_CA150trap_V2to18_2to33m_4to8to30B_40min.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
PhiX174_1	Escherichia phage phix174	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	20240121_TMT2_M0_120K_HCD_OT_CAC18_col222_30cm_val35_9to37B_90min_upick_4ul.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
PhiX174_2	Escherichia phage phix174	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	2	20240831_TMT_phi6_CAcol230_CA150trap_V3to20_4to43_50min_2FR_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
MS2_3	Escherichia phage ms2	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	20230601_MS2_TMT_120k_clm216_WC18_63cm_HCD_OT_Agtrap_val50_9to33B_150min_upick4ul_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
MS2_4	Escherichia phage ms2	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	2	20240831_TMT_MS2_CAcol230_CA150trap_V3to20_4to43_50min_2FR_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
T4_1	Escherichia phage t4	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	20240831_TMT_T4_CAcol230_CA150trap_V3to20_4to43_50min_2FR_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
MS2_5	Escherichia phage ms2	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	230328_YYYe_MS2_TMT_120K_clm213_WC18_65cm_HCD_OT_AGtrap_val50_10to33B_150m_8ul_01.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
MS2_6	Escherichia phage ms2	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	2	20240831_TMT_MS2_CAcol230_CA150trap_V3to20_4to43_50min_2FR_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_1	Escherichia coli	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	240304_Ecoli_TMT_M0_Col223_30cm_val35_9to37B_90min_UDP_4ul_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
PhiX174_3	Escherichia phage phix174	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	1	20240831_TMT_phiX174_rerun_CAcol230_CA150trap_V3to20_4to43_50min_2FR_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
T4_2	Escherichia phage t4	not available	not applicable	1	not applicable	Proteomic Assay	proteomic profiling by mass spectrometry	2	20240831_TMT_T4_CAcol230_CA150trap_V3to20_4to43_50min_2FR_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap astral;AC=MS:1003378	NT=trypsin;AC=MS:1001251	NT=TMT10plex	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
