source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PAF6779A38RW2_CFXF4PAF6779A38RW2-40-510468	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A38RW2_CFXF4PAF6779A38RW2-40-510468	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A38RW2_CFXF4PAF6779A38RW2-40-510468.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A38RW2_CFXF4PAF6779A38RW2-40-510468.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A45RW2_CFXE5PAF6779A45RW2-40-510474	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A45RW2_CFXE5PAF6779A45RW2-40-510474	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A45RW2_CFXE5PAF6779A45RW2-40-510474.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A45RW2_CFXE5PAF6779A45RW2-40-510474.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A40RW2_CFXH4PAF6779A40RW2-40-510470	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A40RW2_CFXH4PAF6779A40RW2-40-510470	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A40RW2_CFXH4PAF6779A40RW2-40-510470.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A40RW2_CFXH4PAF6779A40RW2-40-510470.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A54RW2_CFXF6PAF6779A54RW2-40-510483	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A54RW2_CFXF6PAF6779A54RW2-40-510483	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A54RW2_CFXF6PAF6779A54RW2-40-510483.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A54RW2_CFXF6PAF6779A54RW2-40-510483.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A27RW2_CFXC3PAF6779A27RW2-40-510459	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A27RW2_CFXC3PAF6779A27RW2-40-510459	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A27RW2_CFXC3PAF6779A27RW2-40-510459.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A27RW2_CFXC3PAF6779A27RW2-40-510459.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A13RW2_CFXE1PAF6779A13RW2-40-510436	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A13RW2_CFXE1PAF6779A13RW2-40-510436	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A13RW2_CFXE1PAF6779A13RW2-40-510436.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A13RW2_CFXE1PAF6779A13RW2-40-510436.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A53RW2_CFXE6PAF6779A53RW2-40-510482	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A53RW2_CFXE6PAF6779A53RW2-40-510482	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A53RW2_CFXE6PAF6779A53RW2-40-510482.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A53RW2_CFXE6PAF6779A53RW2-40-510482.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A14RW2_CFXF1PAF6779A14RW2-40-510437	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A14RW2_CFXF1PAF6779A14RW2-40-510437	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A14RW2_CFXF1PAF6779A14RW2-40-510437.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A14RW2_CFXF1PAF6779A14RW2-40-510437.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A56RW2_CFXH6PAF6779A56RW2-40-510489	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A56RW2_CFXH6PAF6779A56RW2-40-510489	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A56RW2_CFXH6PAF6779A56RW2-40-510489.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A56RW2_CFXH6PAF6779A56RW2-40-510489.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A25RW2_CFXA3PAF6779A25RW2-40-510454	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A25RW2_CFXA3PAF6779A25RW2-40-510454	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A25RW2_CFXA3PAF6779A25RW2-40-510454.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A25RW2_CFXA3PAF6779A25RW2-40-510454.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A18RW2_CFXB2PAF6779A18RW2-40-510443	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A18RW2_CFXB2PAF6779A18RW2-40-510443	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A18RW2_CFXB2PAF6779A18RW2-40-510443.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A18RW2_CFXB2PAF6779A18RW2-40-510443.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A20RW2_CFXD2PAF6779A20RW2-40-510447	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A20RW2_CFXD2PAF6779A20RW2-40-510447	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A20RW2_CFXD2PAF6779A20RW2-40-510447.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A20RW2_CFXD2PAF6779A20RW2-40-510447.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A55RW2_CFXG6PAF6779A55RW2-40-510488	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A55RW2_CFXG6PAF6779A55RW2-40-510488	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A55RW2_CFXG6PAF6779A55RW2-40-510488.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A55RW2_CFXG6PAF6779A55RW2-40-510488.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A23RW2_CFXG2PAF6779A23RW2-40-510451	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A23RW2_CFXG2PAF6779A23RW2-40-510451	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A23RW2_CFXG2PAF6779A23RW2-40-510451.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A23RW2_CFXG2PAF6779A23RW2-40-510451.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A19RW2_CFXC2PAF6779A19RW2-40-510444	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A19RW2_CFXC2PAF6779A19RW2-40-510444	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A19RW2_CFXC2PAF6779A19RW2-40-510444.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A19RW2_CFXC2PAF6779A19RW2-40-510444.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A51RW2_CFXC6PAF6779A51RW2-40-510484	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A51RW2_CFXC6PAF6779A51RW2-40-510484	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A51RW2_CFXC6PAF6779A51RW2-40-510484.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A51RW2_CFXC6PAF6779A51RW2-40-510484.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A46RW2_CFXF5PAF6779A46RW2-40-510475	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A46RW2_CFXF5PAF6779A46RW2-40-510475	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A46RW2_CFXF5PAF6779A46RW2-40-510475.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A46RW2_CFXF5PAF6779A46RW2-40-510475.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A43RW2_CFXC5PAF6779A43RW2-40-510476	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A43RW2_CFXC5PAF6779A43RW2-40-510476	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A43RW2_CFXC5PAF6779A43RW2-40-510476.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A43RW2_CFXC5PAF6779A43RW2-40-510476.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A21RW2_CFXE2PAF6779A21RW2-40-510448	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A21RW2_CFXE2PAF6779A21RW2-40-510448	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A21RW2_CFXE2PAF6779A21RW2-40-510448.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A21RW2_CFXE2PAF6779A21RW2-40-510448.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A11RW2_CFXC1PAF6779A11RW2-40-510433	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A11RW2_CFXC1PAF6779A11RW2-40-510433	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A11RW2_CFXC1PAF6779A11RW2-40-510433.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A11RW2_CFXC1PAF6779A11RW2-40-510433.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A12RW2_CFXD1PAF6779A12RW2-40-510434	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A12RW2_CFXD1PAF6779A12RW2-40-510434	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A12RW2_CFXD1PAF6779A12RW2-40-510434.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A12RW2_CFXD1PAF6779A12RW2-40-510434.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A15RW2_CFXG1PAF6779A15RW2-40-510439	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A15RW2_CFXG1PAF6779A15RW2-40-510439	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A15RW2_CFXG1PAF6779A15RW2-40-510439.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A15RW2_CFXG1PAF6779A15RW2-40-510439.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A5RW2_CFXA1_150427113100PAF6779A5RW2-40-509999	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A5RW2_CFXA1_150427113100PAF6779A5RW2-40-509999	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A5RW2_CFXA1_150427113100PAF6779A5RW2-40-509999.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A5RW2_CFXA1_150427113100PAF6779A5RW2-40-509999.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A26RW2_CFXB3PAF6779A26RW2-40-510457	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A26RW2_CFXB3PAF6779A26RW2-40-510457	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A26RW2_CFXB3PAF6779A26RW2-40-510457.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A26RW2_CFXB3PAF6779A26RW2-40-510457.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A48RW2_CFXH5PAF6779A48RW2-40-510481	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A48RW2_CFXH5PAF6779A48RW2-40-510481	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A48RW2_CFXH5PAF6779A48RW2-40-510481.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A48RW2_CFXH5PAF6779A48RW2-40-510481.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A58RW2_CFXB7PAF6779A58RW2-40-510487	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A58RW2_CFXB7PAF6779A58RW2-40-510487	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A58RW2_CFXB7PAF6779A58RW2-40-510487.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A58RW2_CFXB7PAF6779A58RW2-40-510487.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
PAF6779A49RW2_CFXA6PAF6779A49RW2-40-510478	toxoplasma gondii me49	serum	not applicable	not available	antibody enrichment	1	PAF6779A49RW2_CFXA6PAF6779A49RW2-40-510478	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	20 ppm	20 ppm	28% NCE	sds page	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	PAF6779A49RW2_CFXA6PAF6779A49RW2-40-510478.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/03/PXD003217/PAF6779A49RW2_CFXA6PAF6779A49RW2-40-510478.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	serum
