source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
ATRep3-NP-f23	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep3-NP-f23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	23	1	ATRep3-NP-f23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-NP-f23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep1-Phf39	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep1-Phf39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep1-Phf39.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep1-Phf39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep4-Phos-f33	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep4-Phos-f33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	33	1	NFFRep4-Phos-f33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep4-Phos-f33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-Phos-f38	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep3-Phos-f38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	38	1	NFFRep3-Phos-f38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-Phos-f38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-NP-10pf24	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-NP-10pf24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-NP-10pf24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-NP-10pf24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep2-Phos-f31	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep2-Phos-f31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	31	1	NFFRep2-Phos-f31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep2-Phos-f31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-Phos-f42	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep3-Phos-f42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	42	1	NFFRep3-Phos-f42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-Phos-f42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep1-NPf21-24	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	24	NFFRep1-NPf21-24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep1-NPf21-24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep1-NPf21-24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep3-Phos-f31	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep3-Phos-f31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	31	1	ATRep3-Phos-f31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-Phos-f31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-Phos-f29-r2	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-Phos-f29-r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-Phos-f29-r2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-Phos-f29-r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep1-Phos-f39	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep1-Phos-f39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	39	1	ATRep1-Phos-f39.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep1-Phos-f39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-NP-26m	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep3-NP-26m	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep3-NP-26m.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-NP-26m.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep2-Phos-f41	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep2-Phos-f41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	41	1	NFFRep2-Phos-f41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep2-Phos-f41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep1-Phf30	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep1-Phf30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep1-Phf30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep1-Phf30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-Phos-f29	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep3-Phos-f29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	29	1	NFFRep3-Phos-f29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-Phos-f29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-Phos-f31-r1	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-Phos-f31-r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-Phos-f31-r1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-Phos-f31-r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-Phos-f19-28-r1	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-Phos-f19-28-r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-Phos-f19-28-r1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-Phos-f19-28-r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep3-Phos-f23-26	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	26	ATRep3-Phos-f23-26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep3-Phos-f23-26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-Phos-f23-26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-Phos-f19-23	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	23	NFFRep3-Phos-f19-23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep3-Phos-f19-23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-Phos-f19-23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep3-Phos-f38-43	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	43	ATRep3-Phos-f38-43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep3-Phos-f38-43.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-Phos-f38-43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-Phos-f32-r1	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-Phos-f32-r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-Phos-f32-r1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-Phos-f32-r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep2-Phos-f24-27	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	27	NFFRep2-Phos-f24-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep2-Phos-f24-27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep2-Phos-f24-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep1-NPf28-29	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	29	NFFRep1-NPf28-29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep1-NPf28-29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep1-NPf28-29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-NP-10pf22	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-NP-10pf22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-NP-10pf22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-NP-10pf22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep3-NP-f30-33	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	33	ATRep3-NP-f30-33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep3-NP-f30-33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-NP-f30-33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep3-Phos-f32	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep3-Phos-f32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	32	1	ATRep3-Phos-f32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-Phos-f32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-Phos-multi	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-Phos-multi	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-Phos-multi.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-Phos-multi.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep4-Phos-f17-22	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	22	NFFRep4-Phos-f17-22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep4-Phos-f17-22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep4-Phos-f17-22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep3-Phos-f34	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep3-Phos-f34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	34	1	ATRep3-Phos-f34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep3-Phos-f34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-Phos-f24-27	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	27	NFFRep3-Phos-f24-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep3-Phos-f24-27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-Phos-f24-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-NP-10pf17-21	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	21	ATRep2-NP-10pf17-21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-NP-10pf17-21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-NP-10pf17-21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep1-NP-f14	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep1-NP-f14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	14	1	ATRep1-NP-f14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep1-NP-f14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
ATRep2-NP-10pf23	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	ATRep2-NP-10pf23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	ATRep2-NP-10pf23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/ATRep2-NP-10pf23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
NFFRep3-NP-5-14m	homo sapiens	Cell culture	not applicable	Ataxia telangiectasia	1	NFFRep3-NP-5-14m	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	NFFRep3-NP-5-14m.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002850/NFFRep3-NP-5-14m.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
