source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslinker concentration]	comment[quenching reagent]
sample_1	thermochaetoides thermophila	not applicable	not applicable	1	reference	not applicable	tissue	not available	30 Å	5 min	room temperature	QE02071802.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/09/PXD014738/QE02071802.raw	v3.0.0	crosslinking v1.0.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	50 uM	Tris
sample_1	thermochaetoides thermophila	not applicable	not applicable	1	reference	not applicable	tissue	not available	30 Å	5 min	room temperature	QE02071804.raw	proteomic profiling by mass spectrometry	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/09/PXD014738/QE02071804.raw	v3.0.0	crosslinking v1.0.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	50 uM	Tris
sample_1	thermochaetoides thermophila	not applicable	not applicable	1	reference	not applicable	tissue	not available	30 Å	5 min	room temperature	QE02071806.raw	proteomic profiling by mass spectrometry	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/09/PXD014738/QE02071806.raw	v3.0.0	crosslinking v1.0.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	50 uM	Tris
sample_1	thermochaetoides thermophila	not applicable	not applicable	1	reference	not applicable	tissue	not available	30 Å	5 min	room temperature	QE04101705.raw	proteomic profiling by mass spectrometry	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/09/PXD014738/QE04101705.raw	v3.0.0	crosslinking v1.0.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	50 uM	Tris
sample_1	thermochaetoides thermophila	not applicable	not applicable	1	reference	not applicable	tissue	not available	30 Å	5 min	room temperature	QE08151703.raw	proteomic profiling by mass spectrometry	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/09/PXD014738/QE08151703.raw	v3.0.0	crosslinking v1.0.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	50 ppm	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	cross-linking mass spectrometry	NT=BS3;AC=XLMOD:02000	50 uM	Tris
