source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[fractionation method]
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	1	1	170107_V2_PM3_CHi_D39_WT_logBR2_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	2	1	170107_V2_PM3_CHi_D39_WT_logBR2_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	3	1	170107_V2_PM3_CHi_D39_WT_logBR2_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	4	1	170107_V2_PM3_CHi_D39_WT_logBR2_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	5	1	170107_V2_PM3_CHi_D39_WT_logBR2_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	6	1	170107_V2_PM3_CHi_D39_WT_logBR2_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	7	1	170107_V2_PM3_CHi_D39_WT_logBR2_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	8	1	170107_V2_PM3_CHi_D39_WT_logBR2_8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	9	1	170107_V2_PM3_CHi_D39_WT_logBR2_9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	2	run_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	10	1	170107_V2_PM3_CHi_D39_WT_logBR2_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	1	1	170108_V2_PM3_CHi_D39_WT_logBR3_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	2	1	170108_V2_PM3_CHi_D39_WT_logBR3_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	3	1	170108_V2_PM3_CHi_D39_WT_logBR3_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	4	1	170108_V2_PM3_CHi_D39_WT_logBR3_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	5	1	170108_V2_PM3_CHi_D39_WT_logBR3_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	6	1	170108_V2_PM3_CHi_D39_WT_logBR3_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	7	1	170108_V2_PM3_CHi_D39_WT_logBR3_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	8	1	170108_V2_PM3_CHi_D39_WT_logBR3_8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	9	1	170108_V2_PM3_CHi_D39_WT_logBR3_9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
spneumo_d39_wt	NT=Streptococcus pneumoniae;AC=NCBITaxon:373153	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	D39 / NCTC 7466	cell	3	run_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	gel electrophoresis	10 ppm	0.5 Da	10	1	170108_V2_PM3_CHi_D39_WT_logBR3_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	SDS-PAGE GeLC
