source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
121026_CRC_N_Fr11	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	11	1	121026_CRC_N_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_phospho_iTRAQ_06	Homo sapiens	not available	not applicable	not available	6	CRC_phospho_iTRAQ_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_phospho_iTRAQ_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_phospho_iTRAQ_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_03	Homo sapiens	not available	not applicable	not available	3	120404_mHCT116_phospho_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120105_pLH23	Homo sapiens	not available	not applicable	not available	1	120105_pLH23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120105_pLH23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120105_pLH23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121102_CRC_T_Fr15	Homo sapiens	not available	not applicable	not available	1	121102_CRC_T_Fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	15	1	121102_CRC_T_Fr15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121102_CRC_T_Fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111229_pHL29	Homo sapiens	not available	not applicable	not available	1	111229_pHL29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111229_pHL29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111229_pHL29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121026_CRC_N_Fr21	Homo sapiens	not available	not applicable	not available	1	121026_CRC_N_Fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	21	1	121026_CRC_N_Fr21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121026_CRC_N_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_iTRAQ_27	Homo sapiens	not available	not applicable	not available	27	CRC_iTRAQ_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_iTRAQ_27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_iTRAQ_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
120404_mHCT116_phospho_02	Homo sapiens	not available	not applicable	not available	2	120404_mHCT116_phospho_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	120404_mHCT116_phospho_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/120404_mHCT116_phospho_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
111222_HL02	Homo sapiens	not available	not applicable	not available	1	111222_HL02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	111222_HL02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/111222_HL02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
CRC_iTRAQ_24	Homo sapiens	not available	not applicable	not available	24	CRC_iTRAQ_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	CRC_iTRAQ_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/CRC_iTRAQ_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
121102_CRC_T_Fr07	Homo sapiens	not available	not applicable	not available	1	121102_CRC_T_Fr07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	7	1	121102_CRC_T_Fr07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/01/PXD000089/121102_CRC_T_Fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
