source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample preparation]	comment[MS min charge]	comment[MS max charge]	comment[ms2 mass analyzer]
PXD057601-Fresh-R1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Fresh-pool	cell	1	run Fresh R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	1	Fresh_DIA_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	fresh ejaculate	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Fresh-R2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Fresh-pool	cell	1	run Fresh R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	2	Fresh_DIA_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	fresh ejaculate	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Fresh-R3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Fresh-pool	cell	1	run Fresh R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	3	Fresh_DIA_R3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	fresh ejaculate	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Rapid_freezing-R1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Rapid_freezing-pool	cell	1	run Rapid_freezing R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	1	Rapid_freezing_DIA_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	conventional rapid freezing	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Rapid_freezing-R2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Rapid_freezing-pool	cell	1	run Rapid_freezing R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	2	Rapid_freezing_DIA_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	conventional rapid freezing	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Rapid_freezing-R3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Rapid_freezing-pool	cell	1	run Rapid_freezing R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	3	Rapid_freezing_DIA_R3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	conventional rapid freezing	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Vitrification-R1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Vitrification-pool	cell	1	run Vitrification R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	1	Vitrification_DIA_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	penetrating CPA-free vitrification	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Vitrification-R2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Vitrification-pool	cell	1	run Vitrification R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	2	Vitrification_DIA_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	penetrating CPA-free vitrification	3	3	AC=MS:1000484;NT=orbitrap
PXD057601-Vitrification-R3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=semen;AC=UBERON:0001968	NT=sperm;AC=CL:0000019	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	not available	male	not available	Vitrification-pool	cell	1	run Vitrification R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Fusion;AC=MS:1002416	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1000422;NT=HCD	32 eV	5 ppm	7 ppm	350	1500	20	not available	1	3	Vitrification_DIA_R3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	penetrating CPA-free vitrification	3	3	AC=MS:1000484;NT=orbitrap
