source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_1	Komagataella phaffii	not available	not available	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_2	Komagataella phaffii	not available	not available	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_3	Komagataella phaffii	not available	not available	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_4	Komagataella phaffii	not available	not available	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220928_VE1_PM4_AOs_Aliki_Strap_bRP_2-1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_1	Komagataella phaffii	not available	not available	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_2	Komagataella phaffii	not available	not available	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_3	Komagataella phaffii	not available	not available	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_4	Komagataella phaffii	not available	not available	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_3-1_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220929_VE1_PM4_AOs_Aliki_STrap_bRP_4-1_1	Komagataella phaffii	not available	not available	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_4-1_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_4-1_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
220929_VE1_PM4_AOs_Aliki_STrap_bRP_4-1_2	Komagataella phaffii	not available	not available	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_4-1_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	220929_VE1_PM4_AOs_Aliki_STrap_bRP_4-1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
