source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[antibody enrichment]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[ms min charge]	comment[ms max charge]	comment[ms2 mass analyzer]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[source name]
SKMEL5.1uM_1uM_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.1uM_1uM_3_TMT131_frac5	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_1uM_HFX_5.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131	5	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.1uM_1uM_3
SKMEL5.100nM_DMSO_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_1_TMT126_frac1	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_1.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT126	1	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_1
SKMEL5.100nM_DMSO_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_2_TMT127_frac1	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_1.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT127	1	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_2
SKMEL5.100nM_DMSO_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_3_TMT128_frac1	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_1.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128	1	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_3
SKMEL5.100nM_100nM_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_1_TMT129_frac1	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_1.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129	1	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_1
SKMEL5.100nM_100nM_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_2_TMT130_frac1	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_1.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130	1	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_2
SKMEL5.100nM_100nM_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_3_TMT131_frac1	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_1.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131	1	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_3
SKMEL5.100nM_DMSO_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_1_TMT126_frac2	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_2.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT126	2	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_1
SKMEL5.100nM_DMSO_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_2_TMT127_frac2	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_2.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT127	2	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_2
SKMEL5.100nM_DMSO_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_3_TMT128_frac2	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_2.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128	2	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_3
SKMEL5.100nM_100nM_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_1_TMT129_frac2	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_2.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129	2	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_1
SKMEL5.100nM_100nM_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_2_TMT130_frac2	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_2.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130	2	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_2
SKMEL5.100nM_100nM_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_3_TMT131_frac2	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_2.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131	2	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_3
SKMEL5.100nM_DMSO_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_1_TMT126_frac3	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_3.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT126	3	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_1
SKMEL5.100nM_DMSO_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_2_TMT127_frac3	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_3.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT127	3	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_2
SKMEL5.100nM_DMSO_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_3_TMT128_frac3	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_3.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128	3	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_3
SKMEL5.100nM_100nM_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_1_TMT129_frac3	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_3.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129	3	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_1
SKMEL5.100nM_100nM_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_2_TMT130_frac3	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_3.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT130	3	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_2
SKMEL5.100nM_100nM_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_3_TMT131_frac3	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_3.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT131	3	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_3
SKMEL5.100nM_DMSO_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_1_TMT126_frac4	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_4.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT126	4	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_1
SKMEL5.100nM_DMSO_2	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	2	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_2_TMT127_frac4	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_4.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT127	4	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_2
SKMEL5.100nM_DMSO_3	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	3	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_DMSO_3_TMT128_frac4	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_4.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT128	4	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_DMSO_3
SKMEL5.100nM_100nM_1	Homo sapiens	skin	melanoma	melanocyte	not available	not available	SK-MEL-5	not available	cell	1	immunoaffinity purification	MHC class I protein complex	not available	W6/32 (pan-HLA class I)	SKMEL5.100nM_100nM_1_TMT129_frac4	proteomic profiling by mass spectrometry	SKMEL5_Binimetinib_100nM_HFX_4.raw	1	NT=Q Exactive HF-X;AC=MS:1002877	NT=Data-Dependent Acquisition;AC=PRIDE:0000418	NT=unspecific cleavage;AC=MS:1001956	TMT129	4	NT=HCD;AC=MS:1000422	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable;PP=Anywhere	10 ppm	0.02 Da	400m/z	2000m/z	2	4	NT=orbitrap;AC=MS:1000484	v1.1.0	NT=human;VV=v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	SKMEL5.100nM_100nM_1
