source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data	BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data.msf	BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data.msf	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE27_cRNA_5assemblersNew_percolator_mod_2012BH2_data.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE27_cRNA_5assemblersNew_percolator_mod_2012H_data	BE27_cRNA_5assemblersNew_percolator_mod_2012H_data	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE27_cRNA_5assemblersNew_percolator_mod_2012H_data	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE27_cRNA_5assemblersNew_percolator_mod_2012H_data.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE27_cRNA_5assemblersNew_percolator_mod_2012H_data.msf	BE27_cRNA_5assemblersNew_percolator_mod_2012H_data.msf	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE27_cRNA_5assemblersNew_percolator_mod_2012H_data.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE27_cRNA_5assemblersNew_percolator_mod_2012H_data.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE326FW270712_BH2_SCX_01	BE326FW270712_BH2_SCX_01	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE326FW270712_BH2_SCX_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE326FW270712_BH2_SCX_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE326FW270712_BH2_SCX_02	BE326FW270712_BH2_SCX_02	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE326FW270712_BH2_SCX_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE326FW270712_BH2_SCX_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE326FW270712_BH2_SCX_03	BE326FW270712_BH2_SCX_03	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE326FW270712_BH2_SCX_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE326FW270712_BH2_SCX_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE326FW270712_BH2_SCX_04	BE326FW270712_BH2_SCX_04	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE326FW270712_BH2_SCX_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE326FW270712_BH2_SCX_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE326FW270712_BH2_SCX_05	BE326FW270712_BH2_SCX_05	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE326FW270712_BH2_SCX_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE326FW270712_BH2_SCX_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
BE326FW270712_BH2_SCX_06	BE326FW270712_BH2_SCX_06	Sulfuritalea	not available	not applicable	not available	Deep_Biosphere_-_Beatrix_326_BH2_270712	not available	not available	not available	not available	not available	not available	1	BE326FW270712_BH2_SCX_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	BE326FW270712_BH2_SCX_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
